日付,機種名,台番,累計ゲーム数,BIG回数,REG回数,最大放出数,推測差枚,合算確率,REG確率,最有力設定,設定1(%),設定2(%),設定3(%),設定4(%),設定5(%),設定6(%)
2026-07-10,ｷﾝｸﾞﾊﾅﾊﾅ-30,378,4850,20,11,1762,1592,156.5,440.9,設定1,41.6,21.2,17.4,11.6,4.8,3.4
2026-07-10,ｷﾝｸﾞﾊﾅﾊﾅ-30,377,1463,7,1,586,480,182.9,1463.0,設定1,51.1,21.0,14.2,8.1,3.2,2.5
2026-07-10,ｷﾝｸﾞﾊﾅﾊﾅ-30,376,2593,11,5,610,832,162.1,518.6,設定1,46.1,21.0,15.7,9.8,4.1,3.2
2026-07-10,ｷﾝｸﾞﾊﾅﾊﾅ-30,375,4250,18,10,1512,1590,151.8,425.0,設定1,39.6,20.6,17.5,12.3,5.6,4.4
2026-07-10,ｷﾝｸﾞﾊﾅﾊﾅ-30,374,3622,10,9,851,-248,190.6,402.4,設定1,49.1,21.9,15.4,8.6,3.1,1.9
2026-07-10,ｷﾝｸﾞﾊﾅﾊﾅ-30,373,7832,31,17,1268,2067,163.2,460.7,設定1,44.6,22.6,17.6,10.3,3.3,1.6
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,390,3367,12,6,864,304,187.1,561.2,設定1,52.4,21.7,14.3,7.5,2.5,1.5
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,389,2332,10,2,843,457,194.3,1166.0,設定1,54.9,21.3,13.3,6.8,2.3,1.5
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,388,1710,8,1,798,483,190.0,1710.0,設定1,53.0,21.1,13.7,7.5,2.8,2.0
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,387,771,0,3,194,-576,257.0,257.0,設定1,46.1,20.6,15.2,9.7,4.5,3.9
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,386,1766,10,3,882,1296,135.8,588.7,設定1,42.1,20.0,16.0,11.2,5.5,5.2
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,385,5794,26,15,2108,2801,141.3,386.3,設定1,29.2,18.4,19.0,16.5,9.0,8.0
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,384,801,3,1,298,62,200.2,801.0,設定1,48.4,20.7,14.6,9.0,3.9,3.4
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,383,1775,6,3,583,37,197.2,591.7,設定1,50.4,21.2,14.5,8.3,3.2,2.4
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,382,2641,13,12,1915,2306,105.6,220.1,設定6,14.2,10.7,14.2,17.6,16.4,26.8
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,381,4208,17,14,1741,1850,135.7,300.6,設定1,24.6,16.3,18.0,17.3,11.4,12.4
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,380,972,3,2,624,-22,194.4,486.0,設定1,47.3,20.7,15.0,9.3,4.2,3.6
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,379,313,1,0,265,-80,313.0,0.0,判定不能(G不足),48.3,20.5,14.5,9.0,4.1,3.7
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,378,3932,15,11,1375,1182,151.2,357.5,設定1,36.4,19.9,17.9,13.4,6.7,5.7
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,377,726,2,1,274,-155,242.0,726.0,設定1,49.2,20.7,14.5,8.7,3.8,3.2
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,376,1504,4,2,434,-376,250.7,752.0,設定1,53.6,21.2,13.5,7.2,2.6,1.8
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,375,996,0,2,129,-988,498.0,498.0,設定1,53.4,21.2,13.5,7.2,2.7,1.9
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,374,2072,9,8,873,1251,121.9,259.0,設定1,28.4,16.8,17.0,15.4,10.2,12.2
2026-07-09,ｷﾝｸﾞﾊﾅﾊﾅ-30,373,2961,13,4,1511,865,174.2,740.2,設定1,51.7,21.5,14.4,7.9,2.8,1.8
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,390,7977,37,26,2743,4927,126.6,306.8,設定6,6.7,7.0,12.8,20.5,21.2,31.7
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,389,645,1,2,422,-236,215.0,322.5,設定1,45.9,20.4,15.1,9.7,4.6,4.2
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,388,589,0,1,143,-608,589.0,589.0,設定1,50.9,20.9,14.1,8.1,3.4,2.7
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,387,490,1,1,268,-172,245.0,490.0,判定不能(G不足),47.3,20.5,14.8,9.3,4.3,3.8
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,386,3199,18,2,1498,1867,159.9,1599.5,設定1,53.2,21.3,13.9,7.4,2.5,1.6
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,385,717,3,0,474,37,239.0,0.0,設定1,50.9,20.8,14.0,8.2,3.4,2.8
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,384,974,2,2,266,-336,243.5,487.0,設定1,49.3,20.9,14.5,8.6,3.6,3.0
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,383,1488,3,7,482,-18,148.8,212.6,設定1,35.5,18.9,16.9,13.2,7.6,7.9
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,382,942,2,1,362,-426,314.0,942.0,設定1,52.5,21.0,13.7,7.6,2.9,2.2
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,381,607,2,1,380,-6,202.3,607.0,設定1,47.2,20.5,14.8,9.3,4.3,3.8
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,380,3044,10,6,1389,85,190.2,507.3,設定1,51.3,21.7,14.6,7.9,2.8,1.8
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,379,1282,5,1,760,83,213.7,1282.0,設定1,52.1,21.0,13.9,7.7,3.0,2.3
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,378,1761,8,6,1044,1069,125.8,293.5,設定1,33.6,18.3,16.9,13.8,8.3,9.2
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,377,3010,10,5,1105,-1,200.7,602.0,設定1,54.2,21.6,13.7,6.9,2.2,1.3
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,376,602,1,1,267,-312,301.0,602.0,設定1,49.1,20.7,14.5,8.7,3.8,3.2
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,375,286,0,0,18,-358,0.0,0.0,判定不能(G不足),49.9,20.7,14.2,8.4,3.7,3.2
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,374,415,0,1,136,-390,415.0,415.0,判定不能(G不足),48.1,20.6,14.6,9.0,4.1,3.6
2026-07-08,ｷﾝｸﾞﾊﾅﾊﾅ-30,373,1693,8,1,910,504,188.1,1693.0,設定1,52.7,21.1,13.8,7.6,2.8,2.0
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,390,6088,15,15,924,-999,202.9,405.9,設定1,54.5,22.8,14.1,6.3,1.6,0.7
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,389,3254,8,5,645,-931,250.3,650.8,設定1,60.4,21.4,11.6,4.8,1.2,0.6
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,388,3675,11,7,699,-263,204.2,525.0,設定1,55.0,21.9,13.6,6.6,2.0,1.1
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,387,4093,14,6,543,18,204.7,682.2,設定1,58.6,21.6,12.3,5.4,1.4,0.7
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,386,8986,44,23,3181,5457,134.1,390.7,設定4,16.0,13.4,18.8,21.9,14.9,15.1
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,385,2027,5,2,753,-720,289.6,1013.5,設定1,59.0,21.2,12.0,5.4,1.6,0.9
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,384,2808,12,2,926,485,200.6,1404.0,設定1,57.9,21.3,12.4,5.8,1.7,1.0
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,383,7901,31,23,1647,2760,146.3,343.5,設定1,23.3,17.1,20.3,19.3,11.0,9.1
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,382,6625,22,19,1457,1031,161.6,348.7,設定1,35.6,21.0,19.4,14.0,6.1,4.0
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,381,6165,21,15,1549,776,171.2,411.0,設定1,45.3,22.3,17.1,10.0,3.4,1.9
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,380,3002,9,6,705,-173,200.1,500.3,設定1,52.4,21.7,14.2,7.5,2.6,1.6
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,379,8911,28,30,2744,1469,153.6,297.0,設定4,19.6,16.1,20.9,21.0,12.6,9.8
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,378,1342,4,1,406,-303,268.4,1342.0,設定1,54.8,21.1,13.2,6.8,2.4,1.7
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,377,10415,42,26,2480,3432,153.2,400.6,設定1,30.5,20.6,21.5,16.7,6.8,3.8
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,376,2339,6,4,722,-539,233.9,584.8,設定1,55.1,21.5,13.3,6.6,2.2,1.3
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,375,4517,16,9,1451,501,180.7,501.9,設定1,51.4,22.1,14.8,7.8,2.5,1.4
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,374,6396,22,13,1360,538,182.7,492.0,設定1,53.6,22.6,14.4,6.8,1.8,0.8
2026-07-07,ｷﾝｸﾞﾊﾅﾊﾅ-30,373,6436,15,15,795,-1435,214.5,429.1,設定1,58.6,22.5,12.5,4.9,1.1,0.4
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,390,2892,8,3,1033,-738,262.9,964.0,設定1,61.9,21.0,11.0,4.4,1.1,0.5
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,389,1114,4,0,664,-147,278.5,0.0,設定1,55.0,21.0,13.1,6.8,2.4,1.7
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,388,4872,26,17,3128,4216,113.3,286.6,設定6,8.7,7.8,12.4,18.4,19.3,33.4
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,387,1400,4,3,275,-116,200.0,466.7,設定1,48.4,21.0,14.9,8.9,3.8,3.0
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,386,1419,3,0,326,-842,473.0,0.0,設定1,60.6,20.8,11.3,5.0,1.5,0.8
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,385,488,0,0,21,-611,0.0,0.0,判定不能(G不足),53.0,20.9,13.5,7.4,2.9,2.3
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,384,9696,44,17,2495,3787,159.0,570.4,設定1,48.2,23.0,16.7,8.8,2.3,0.9
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,383,1412,1,3,355,-1067,353.0,470.7,設定1,54.2,21.3,13.4,6.9,2.5,1.7
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,382,1253,2,1,264,-816,417.7,1253.0,設定1,56.9,21.1,12.5,6.1,2.0,1.3
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,381,7482,30,21,1554,2714,146.7,356.3,設定1,25.9,18.0,20.1,18.1,9.8,8.0
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,380,3090,14,5,786,1145,162.6,618.0,設定1,48.2,21.3,15.3,9.1,3.6,2.6
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,379,8881,37,26,2637,3794,141.0,341.6,設定4,16.7,14.1,19.5,21.8,14.4,13.4
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,378,720,4,1,715,475,144.0,720.0,設定1,44.9,20.2,15.2,10.1,4.9,4.7
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,377,747,2,1,341,-182,249.0,747.0,設定1,49.5,20.8,14.4,8.6,3.7,3.1
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,376,4201,21,11,2179,2717,131.3,381.9,設定1,28.1,17.3,18.0,16.3,9.9,10.4
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,375,1201,3,3,517,-179,200.2,400.3,設定1,47.2,20.8,15.1,9.4,4.1,3.5
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,374,7124,33,10,1437,2668,165.7,712.4,設定1,54.8,22.3,14.0,6.5,1.6,0.7
2026-07-06,ｷﾝｸﾞﾊﾅﾊﾅ-30,373,6086,20,12,881,173,190.2,507.2,設定1,55.9,22.4,13.5,6.0,1.5,0.6
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,390,3680,15,7,1209,978,167.3,525.7,設定1,48.0,21.6,15.6,9.1,3.4,2.3
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,389,5649,25,13,2150,2411,148.7,434.5,設定1,36.8,20.5,18.4,13.5,6.1,4.6
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,388,292,1,0,285,-53,292.0,0.0,判定不能(G不足),47.9,20.5,14.6,9.1,4.2,3.8
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,387,4696,18,15,1394,1681,142.3,313.1,設定1,27.0,17.4,18.6,16.8,10.2,10.0
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,386,3151,12,7,796,705,165.8,450.1,設定1,45.4,21.2,16.0,10.0,4.2,3.1
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,385,1342,2,3,266,-667,268.4,447.3,設定1,51.3,21.2,14.2,7.9,3.1,2.3
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,384,2883,9,5,436,-154,205.9,576.6,設定1,54.2,21.6,13.7,6.9,2.3,1.4
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,383,1493,5,4,699,209,165.9,373.2,設定1,43.9,20.5,15.8,10.5,4.9,4.4
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,382,1328,3,5,418,-78,166.0,265.6,設定1,41.2,20.0,16.2,11.3,5.8,5.4
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,381,10703,52,29,4719,6581,132.1,369.1,設定4,8.9,9.2,16.2,23.6,19.6,22.5
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,380,483,1,1,381,-163,241.5,483.0,判定不能(G不足),47.2,20.5,14.8,9.3,4.3,3.9
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,379,4510,17,9,2020,822,173.5,501.1,設定1,49.5,22.0,15.4,8.5,2.9,1.7
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,378,2242,9,4,1217,518,172.5,560.5,設定1,48.2,21.1,15.1,9.0,3.7,2.8
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,377,2177,4,6,481,-700,217.7,362.8,設定1,49.4,21.5,14.9,8.5,3.3,2.4
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,376,2150,7,6,1079,269,165.4,358.3,設定1,42.9,20.6,16.2,10.9,5.1,4.3
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,375,2351,7,7,669,147,167.9,335.9,設定1,42.3,20.6,16.4,11.1,5.2,4.4
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,374,1954,4,1,558,-1070,390.8,1954.0,設定1,62.5,20.7,10.7,4.4,1.1,0.6
2026-07-05,ｷﾝｸﾞﾊﾅﾊﾅ-30,373,4517,16,14,1136,1151,150.6,322.6,設定1,32.2,19.1,18.6,15.0,8.0,7.0
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,390,4850,24,11,2473,2840,138.6,440.9,設定1,33.2,19.1,18.3,14.8,7.7,6.9
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,389,5777,19,13,1603,378,180.5,444.4,設定1,50.3,22.5,15.5,8.0,2.5,1.2
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,388,1775,4,7,733,-66,161.4,253.6,設定1,38.6,19.8,16.8,12.3,6.5,6.2
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,387,410,0,0,28,-513,0.0,0.0,判定不能(G不足),51.8,20.8,13.8,7.8,3.2,2.6
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,386,9370,40,31,3664,4768,132.0,302.3,設定6,6.1,6.9,13.2,21.7,22.1,30.1
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,385,5677,27,13,1894,2999,141.9,436.7,設定1,33.1,19.4,18.8,15.0,7.5,6.2
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,384,918,1,3,363,-448,229.5,306.0,設定1,46.5,20.7,15.2,9.5,4.3,3.8
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,383,1037,2,1,267,-545,345.7,1037.0,設定1,53.9,21.1,13.4,7.1,2.6,1.9
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,382,659,3,0,463,110,219.7,0.0,設定1,49.9,20.7,14.2,8.5,3.6,3.0
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,381,1468,4,4,604,-71,183.5,367.0,設定1,45.6,20.7,15.5,9.9,4.5,3.8
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,380,6857,30,17,2784,2977,145.9,403.4,設定1,31.0,19.4,19.6,16.0,7.9,6.1
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,379,904,3,1,458,-66,226.0,904.0,設定1,50.1,20.8,14.3,8.4,3.5,2.9
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,378,8644,34,26,1808,3155,144.1,332.5,設定4,18.5,15.1,20.0,21.2,13.4,11.8
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,377,1713,3,6,606,-430,190.3,285.5,設定1,43.8,20.7,16.0,10.5,4.9,4.1
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,376,4462,15,10,991,388,178.5,446.2,設定1,48.9,22.0,15.6,8.7,3.0,1.8
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,375,818,2,0,466,-401,409.0,0.0,設定1,54.2,21.0,13.2,7.0,2.6,1.9
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,374,2347,7,4,1048,-237,213.4,586.8,設定1,53.5,21.5,13.8,7.2,2.5,1.6
2026-07-04,ｷﾝｸﾞﾊﾅﾊﾅ-30,373,3445,10,10,734,102,172.2,344.5,設定1,42.6,21.1,16.9,11.0,4.8,3.6
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,390,3702,7,8,447,-1415,246.8,462.8,設定1,58.5,21.8,12.4,5.3,1.4,0.6
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,389,2193,8,4,798,267,182.8,548.2,設定1,49.4,21.2,14.8,8.6,3.4,2.5
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,388,897,1,2,434,-552,299.0,448.5,設定1,50.1,21.0,14.4,8.4,3.5,2.8
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,387,3498,17,10,2468,2220,129.6,349.8,設定1,28.4,17.2,17.7,15.9,9.9,10.9
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,386,2838,4,5,526,-1658,315.3,567.6,設定1,61.3,21.2,11.2,4.5,1.2,0.5
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,385,953,0,4,218,-674,238.2,238.2,設定1,45.2,20.6,15.5,10.0,4.7,4.1
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,384,1235,3,2,683,-351,247.0,617.5,設定1,51.5,21.1,14.1,7.9,3.1,2.3
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,383,4477,17,8,1076,733,179.1,559.6,設定1,52.5,22.0,14.5,7.4,2.3,1.3
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,382,1635,8,6,1391,1227,116.8,272.5,設定1,31.2,17.5,16.8,14.5,9.2,10.9
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,381,713,1,1,264,-451,356.5,713.0,設定1,50.9,20.9,14.1,8.1,3.3,2.7
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,380,686,1,0,260,-547,686.0,0.0,設定1,54.1,21.0,13.2,7.1,2.7,2.0
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,379,7679,31,17,3220,2259,160.0,451.7,設定1,42.3,22.3,18.2,11.3,3.9,2.1
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,378,716,4,1,634,480,143.2,716.0,設定1,44.9,20.2,15.2,10.1,4.9,4.7
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,377,3165,9,8,1015,-118,186.2,395.6,設定1,47.7,21.6,15.6,9.1,3.5,2.4
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,376,1980,5,6,533,-141,180.0,330.0,設定1,44.2,20.8,16.0,10.4,4.7,3.9
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,375,1084,3,1,491,-292,271.0,1084.0,設定1,52.8,21.0,13.7,7.5,2.9,2.1
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,374,3517,13,11,1180,1078,146.5,319.7,設定1,33.4,19.0,17.9,14.4,7.9,7.4
2026-07-03,ｷﾝｸﾞﾊﾅﾊﾅ-30,373,2285,9,6,1064,724,152.3,380.8,設定1,41.0,20.2,16.5,11.6,5.6,5.0
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,390,1178,3,2,503,-280,235.6,589.0,設定1,50.6,21.0,14.3,8.2,3.3,2.6
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,389,1452,4,2,432,-311,242.0,726.0,設定1,52.9,21.2,13.7,7.4,2.8,2.0
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,388,1943,8,4,826,581,161.9,485.8,設定1,45.4,20.7,15.6,10.0,4.5,3.8
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,387,7175,31,17,2001,2890,149.5,422.1,設定1,34.3,20.4,19.5,14.7,6.5,4.6
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,386,237,0,1,124,-166,237.0,237.0,判定不能(G不足),45.0,20.2,15.1,10.0,4.9,4.8
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,385,2595,13,4,1524,1324,152.6,648.8,設定1,46.0,20.9,15.6,9.9,4.2,3.4
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,384,3514,11,11,835,458,159.7,319.5,設定1,37.7,20.2,17.6,12.8,6.3,5.3
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,383,1523,6,2,870,223,190.4,761.5,設定1,50.2,21.0,14.4,8.4,3.4,2.6
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,382,2299,5,10,814,-20,153.3,229.9,設定1,33.2,18.7,17.5,14.1,8.2,8.3
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,381,1859,5,4,600,-249,206.6,464.8,設定1,49.9,21.3,14.6,8.4,3.3,2.4
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,380,3406,9,9,1074,-290,189.2,378.4,設定1,47.7,21.7,15.7,9.1,3.5,2.3
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,379,1054,1,4,376,-488,210.8,263.5,設定1,44.8,20.6,15.5,10.1,4.8,4.2
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,378,3053,6,9,708,-783,203.5,339.2,設定1,48.0,21.7,15.6,9.0,3.5,2.3
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,377,2532,6,6,723,-520,211.0,422.0,設定1,51.0,21.6,14.6,8.0,2.9,1.9
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,376,2041,7,6,738,406,157.0,340.2,設定1,41.0,20.2,16.5,11.5,5.7,5.1
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,375,980,1,1,267,-786,490.0,980.0,設定1,54.9,21.1,13.1,6.8,2.4,1.7
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,374,1294,5,1,515,68,215.7,1294.0,設定1,52.3,21.0,13.8,7.7,3.0,2.2
2026-07-02,ｷﾝｸﾞﾊﾅﾊﾅ-30,373,786,1,2,273,-412,262.0,393.0,設定1,48.3,20.8,14.7,9.0,3.9,3.3
