日付,機種名,台番,累計ゲーム数,BIG回数,REG回数,推測差枚,REG確率,最有力設定,設定1(%),設定2(%),設定3(%),設定4(%),設定V(%)
2026-07-19,SBニューキングハナハナV-30,361,4894,15,15,-282,326,設定1,35.5,19.4,17.8,13.6,13.8
2026-07-19,SBニューキングハナハナV-30,362,6766,26,19,1025,356,設定1,27.8,17.4,18.5,16.7,19.5
2026-07-19,SBニューキングハナハナV-30,363,6512,21,14,-825,465,設定1,49.7,22.0,15.3,8.1,4.9
2026-07-19,SBニューキングハナハナV-30,364,2500,5,4,-1451,625,設定1,56.1,21.4,12.8,6.1,3.7
2026-07-19,SBニューキングハナハナV-30,365,7949,31,19,914,418,設定1,35.2,19.9,18.5,13.9,12.5
2026-07-20,SBニューキングハナハナV-30,336,7072,28,18,1087,392,設定1,31.8,18.7,18.5,15.2,15.8
2026-07-20,SBニューキングハナハナV-30,337,6450,25,15,640,430,設定1,38.7,20.4,17.6,12.4,10.9
2026-07-20,SBニューキングハナハナV-30,338,4077,16,11,663,370,設定1,35.4,19.1,17.3,13.6,14.6
2026-07-20,SBニューキングハナハナV-30,339,8415,34,23,1712,365,設定V,23.1,15.9,18.7,18.7,23.6
2026-07-20,SBニューキングハナハナV-30,340,7109,24,26,827,273,設定V,14.8,11.8,16.6,20.8,36.0
2026-07-20,SBニューキングハナハナV-30,341,6419,26,15,995,427,設定1,36.4,19.8,17.9,13.4,12.6
2026-07-20,SBニューキングハナハナV-30,342,3383,5,9,-2048,375,設定1,52.3,21.6,14.1,7.2,4.7
2026-07-20,SBニューキングハナハナV-30,343,3378,5,5,-2561,675,設定1,62.5,21.0,10.7,4.0,1.8
2026-07-20,SBニューキングハナハナV-30,344,4694,14,13,-571,361,設定1,41.3,20.7,16.9,11.3,9.8
2026-07-20,SBニューキングハナハナV-30,345,5336,13,19,-1010,280,設定1,32.1,18.7,18.3,14.9,16.0
2026-07-20,SBニューキングハナハナV-30,346,4721,15,10,-687,472,設定1,49.4,21.6,15.0,8.3,5.7
2026-07-20,SBニューキングハナハナV-30,347,5057,10,13,-2332,389,設定1,52.8,22.0,14.2,6.9,4.0
2026-07-20,SBニューキングハナハナV-30,348,3019,11,7,77,431,設定1,43.4,20.5,16.0,10.6,9.5
2026-07-20,SBニューキングハナハナV-30,349,4591,13,13,-738,353,設定1,41.7,20.7,16.8,11.2,9.6
2026-07-20,SBニューキングハナハナV-30,350,5690,16,12,-1484,474,設定1,53.6,22.0,14.0,6.7,3.7
2026-07-20,SBニューキングハナハナV-30,351,3854,14,10,224,385,設定1,39.5,20.0,16.9,12.1,11.6
2026-07-20,SBニューキングハナハナV-30,352,9576,38,27,1840,354,設定V,19.2,14.4,18.6,20.3,27.5
2026-07-20,SBニューキングハナハナV-30,353,4961,17,17,507,291,設定1,25.8,16.3,17.9,17.1,22.9
2026-07-20,SBニューキングハナハナV-30,354,2103,6,4,-578,525,設定1,49.7,21.1,14.5,8.3,6.4
2026-07-20,SBニューキングハナハナV-30,355,5268,15,10,-1460,526,設定1,55.8,21.9,13.2,6.0,3.2
2026-07-20,SBニューキングハナハナV-30,356,7356,30,19,1440,387,設定1,28.7,17.8,18.6,16.5,18.5
2026-07-20,SBニューキングハナハナV-30,357,5285,17,12,-600,440,設定1,47.1,21.6,15.8,9.1,6.5
2026-07-20,SBニューキングハナハナV-30,358,8441,34,26,2065,324,設定V,14.9,11.9,16.9,21.2,35.1
2026-07-20,SBニューキングハナハナV-30,359,1564,4,3,-570,521,設定1,49.3,20.9,14.5,8.5,6.8
2026-07-20,SBニューキングハナハナV-30,360,9683,42,30,3327,322,設定V,8.3,7.9,13.8,22.2,47.9
2026-07-20,SBニューキングハナハナV-30,361,4298,10,10,-1650,429,設定1,52.4,21.8,14.2,7.2,4.5
2026-07-20,SBニューキングハナハナV-30,362,2393,5,5,-1169,478,設定1,52.0,21.3,14.0,7.4,5.2
2026-07-20,SBニューキングハナハナV-30,363,9011,33,26,948,346,設定1,23.4,16.3,19.2,18.7,22.4
2026-07-20,SBニューキングハナハナV-30,364,3423,10,7,-804,489,設定1,50.6,21.4,14.5,7.9,5.6
2026-07-20,SBニューキングハナハナV-30,365,6480,14,10,-3484,648,設定1,67.9,20.4,8.6,2.4,0.7
2026-07-22,SBニューキングハナハナV-30,336,2418,11,2,276,1209,設定1,51.4,21.1,14.0,7.8,5.8
2026-07-22,SBニューキングハナハナV-30,337,3544,9,11,-767,322,設定1,41.2,20.4,16.7,11.4,10.4
2026-07-22,SBニューキングハナハナV-30,338,1165,4,1,-267,1165,設定1,50.4,20.8,14.1,8.1,6.5
2026-07-22,SBニューキングハナハナV-30,339,6844,31,25,3255,273,設定V,6.6,6.4,11.6,20.6,54.9
2026-07-22,SBニューキングハナハナV-30,340,2391,10,4,262,597,設定1,46.5,20.7,15.2,9.5,8.1
2026-07-22,SBニューキングハナハナV-30,341,3462,10,7,-859,494,設定1,51.0,21.5,14.4,7.8,5.4
2026-07-22,SBニューキングハナハナV-30,342,1622,5,4,-210,405,設定1,45.1,20.4,15.4,10.0,9.1
2026-07-22,SBニューキングハナハナV-30,343,4282,6,3,-3785,1427,設定1,72.3,18.8,6.9,1.7,0.4
2026-07-22,SBニューキングハナハナV-30,344,1851,6,0,-742,0,設定1,58.2,21.0,12.0,5.5,3.3
2026-07-22,SBニューキングハナハナV-30,345,1202,2,4,-553,300,設定1,44.8,20.3,15.4,10.0,9.4
2026-07-22,SBニューキングハナハナV-30,346,3667,12,7,-525,523,設定1,50.3,21.4,14.6,8.0,5.7
2026-07-22,SBニューキングハナハナV-30,347,7885,30,16,303,492,設定1,45.8,21.9,16.5,9.6,6.3
2026-07-22,SBニューキングハナハナV-30,348,1734,8,3,436,578,設定1,44.4,20.3,15.5,10.3,9.7
2026-07-22,SBニューキングハナハナV-30,349,2861,15,1,769,2861,設定1,53.2,21.2,13.5,7.2,5.0
2026-07-22,SBニューキングハナハナV-30,350,2997,9,5,-774,599,設定1,52.9,21.4,13.8,7.2,4.8
2026-07-22,SBニューキングハナハナV-30,351,6763,27,19,1341,355,設定1,25.9,16.7,18.4,17.4,21.6
2026-07-22,SBニューキングハナハナV-30,352,542,1,1,-323,542,設定1,47.4,20.5,14.7,9.2,8.3
2026-07-22,SBニューキングハナハナV-30,353,6102,23,23,1547,265,設定V,12.9,10.4,15.3,20.7,40.7
2026-07-22,SBニューキングハナハナV-30,354,3025,7,7,-1178,432,設定1,50.6,21.4,14.5,7.9,5.6
2026-07-22,SBニューキングハナハナV-30,355,4180,18,4,232,1045,設定1,55.4,21.5,13.1,6.3,3.7
2026-07-22,SBニューキングハナハナV-30,356,5448,21,17,1067,320,設定1,25.2,16.1,17.9,17.4,23.3
2026-07-22,SBニューキングハナハナV-30,357,3704,14,7,46,529,設定1,47.3,21.1,15.3,9.1,7.1
2026-07-22,SBニューキングハナハナV-30,358,1419,3,1,-938,1419,設定1,55.1,21.1,12.9,6.5,4.4
2026-07-22,SBニューキングハナハナV-30,359,3907,12,7,-864,558,設定1,53.2,21.6,13.8,7.0,4.4
2026-07-22,SBニューキングハナハナV-30,360,1275,4,2,-292,637,設定1,48.7,20.7,14.6,8.7,7.3
2026-07-22,SBニューキングハナハナV-30,361,1161,4,1,-261,1161,設定1,50.3,20.8,14.1,8.1,6.6
2026-07-22,SBニューキングハナハナV-30,362,7435,24,20,-413,371,設定1,37.7,20.6,18.2,12.8,10.7
2026-07-22,SBニューキングハナハナV-30,363,2419,6,5,-894,483,設定1,50.7,21.2,14.3,7.9,5.8
2026-07-22,SBニューキングハナハナV-30,364,5382,21,5,-399,1076,設定1,61.2,21.3,11.2,4.4,1.9
2026-07-22,SBニューキングハナハナV-30,365,5424,15,13,-1290,417,設定1,49.2,21.8,15.3,8.3,5.4
2026-07-23,SBニューキングハナハナV-30,336,5057,25,10,1957,505,設定1,35.7,19.2,17.3,13.6,14.2
2026-07-23,SBニューキングハナハナV-30,337,1933,1,2,-2158,966,設定1,60.9,21.0,11.1,4.6,2.4
2026-07-23,SBニューキングハナハナV-30,338,2215,8,8,407,276,設定1,34.0,18.3,16.9,13.9,16.9
2026-07-23,SBニューキングハナハナV-30,339,2263,7,3,-622,754,設定1,53.1,21.2,13.6,7.1,5.0
2026-07-23,SBニューキングハナハナV-30,340,1966,7,3,-202,655,設定1,49.3,20.9,14.5,8.5,6.7
2026-07-23,SBニューキングハナハナV-30,341,3126,15,10,1564,312,設定1,26.7,16.1,17.0,16.5,23.7
2026-07-23,SBニューキングハナハナV-30,342,2965,11,3,-365,988,設定1,55.0,21.3,13.1,6.5,4.1
2026-07-23,SBニューキングハナハナV-30,343,3406,7,7,-1716,486,設定1,55.1,21.6,13.2,6.3,3.8
2026-07-23,SBニューキングハナハナV-30,344,4645,19,12,927,387,設定1,34.4,18.9,17.5,14.0,15.1
2026-07-23,SBニューキングハナハナV-30,345,871,2,2,-346,435,設定1,46.8,20.5,14.9,9.4,8.5
2026-07-23,SBニューキングハナハナV-30,346,5941,21,9,-669,660,設定1,57.0,21.9,12.8,5.6,2.8
2026-07-23,SBニューキングハナハナV-30,347,1813,2,6,-1156,302,設定1,46.6,20.8,15.2,9.3,8.0
2026-07-23,SBニューキングハナハナV-30,348,2960,14,5,837,592,設定1,43.7,20.4,15.8,10.5,9.6
2026-07-23,SBニューキングハナハナV-30,349,1376,7,1,370,1376,設定1,47.9,20.6,14.7,9.0,7.8
2026-07-23,SBニューキングハナハナV-30,350,3277,11,4,-676,819,設定1,55.8,21.4,12.9,6.2,3.7
2026-07-23,SBニューキングハナハナV-30,351,7794,25,28,431,278,設定V,15.8,12.5,17.3,20.8,33.6
2026-07-23,SBニューキングハナハナV-30,352,2558,10,9,677,284,設定1,31.6,17.7,17.1,14.8,18.9
2026-07-23,SBニューキングハナハナV-30,353,5108,20,13,715,392,設定1,35.8,19.4,17.6,13.5,13.7
2026-07-23,SBニューキングハナハナV-30,354,6366,30,20,2968,318,設定V,13.2,10.5,15.2,20.7,40.4
2026-07-23,SBニューキングハナハナV-30,355,1092,2,2,-658,546,設定1,49.8,20.8,14.3,8.3,6.8
2026-07-23,SBニューキングハナハナV-30,356,1490,4,4,-336,372,設定1,45.1,20.4,15.4,10.0,9.2
2026-07-23,SBニューキングハナハナV-30,357,2969,16,5,1448,593,設定1,40.0,19.7,16.3,11.9,12.1
2026-07-23,SBニューキングハナハナV-30,358,1440,3,3,-707,480,設定1,49.5,20.9,14.5,8.4,6.8
2026-07-23,SBニューキングハナハナV-30,359,4725,21,13,1568,363,設定1,28.2,17.0,17.6,16.3,20.9
2026-07-23,SBニューキングハナハナV-30,360,2760,11,7,443,394,設定1,39.7,19.7,16.5,12.0,12.1
2026-07-23,SBニューキングハナハナV-30,361,1102,3,4,-100,275,設定1,41.4,19.7,15.9,11.3,11.7
2026-07-23,SBニューキングハナハナV-30,362,6499,32,19,3274,342,設定V,14.2,11.1,15.6,20.6,38.6
2026-07-23,SBニューキングハナハナV-30,363,671,3,1,118,671,設定1,45.5,20.2,15.0,9.8,9.4
2026-07-23,SBニューキングハナハナV-30,364,3804,12,6,-848,634,設定1,54.8,21.6,13.3,6.5,3.9
2026-07-23,SBニューキングハナハナV-30,365,5183,17,14,-196,370,設定1,39.2,20.3,17.3,12.2,11.0
2026-07-21,SBニューキングハナハナV-30,336,3683,19,6,1506,613,設定1,41.1,20.0,16.3,11.5,11.0
2026-07-21,SBニューキングハナハナV-30,337,1402,4,1,-602,1402,設定1,53.3,21.0,13.4,7.1,5.1
2026-07-21,SBニューキングハナハナV-30,338,2792,11,5,138,558,設定1,46.9,20.9,15.2,9.3,7.7
2026-07-21,SBニューキングハナハナV-30,339,2332,5,9,-563,259,設定1,38.2,19.5,16.7,12.4,13.2
2026-07-21,SBニューキングハナハナV-30,340,5507,21,12,333,458,設定1,42.9,21.0,16.6,10.8,8.7
2026-07-21,SBニューキングハナハナV-30,341,3767,11,4,-1368,941,設定1,60.9,21.2,11.2,4.5,2.2
2026-07-21,SBニューキングハナハナV-30,342,2412,9,3,-208,804,設定1,51.6,21.2,14.0,7.7,5.6
2026-07-21,SBニューキングハナハナV-30,343,2271,3,4,-1751,567,設定1,56.6,21.3,12.6,5.9,3.6
2026-07-21,SBニューキングハナハナV-30,344,3093,6,8,-1456,386,設定1,50.1,21.4,14.7,8.0,5.8
2026-07-21,SBニューキングハナハナV-30,345,4185,15,9,-60,465,設定1,45.6,21.1,15.8,9.8,7.8
2026-07-21,SBニューキングハナハナV-30,346,1671,4,7,-202,238,設定1,37.4,19.1,16.6,12.7,14.3
2026-07-21,SBニューキングハナハナV-30,347,7175,22,24,-149,298,設定1,24.6,16.5,18.8,17.9,22.1
2026-07-21,SBニューキングハナハナV-30,348,1239,5,0,-189,0,設定1,52.7,20.9,13.5,7.4,5.5
2026-07-21,SBニューキングハナハナV-30,349,4079,15,8,-41,509,設定1,47.3,21.2,15.4,9.1,6.9
2026-07-21,SBニューキングハナハナV-30,350,4609,13,13,-763,354,設定1,42.0,20.8,16.8,11.1,9.4
2026-07-21,SBニューキングハナハナV-30,351,4150,12,13,-427,319,設定1,37.3,19.7,17.4,12.8,12.8
2026-07-21,SBニューキングハナハナV-30,352,1333,3,2,-686,666,設定1,51.2,21.0,14.0,7.8,6.0
2026-07-21,SBニューキングハナハナV-30,353,1574,2,2,-1339,787,設定1,55.7,21.2,12.8,6.3,4.1
2026-07-21,SBニューキングハナハナV-30,354,1660,3,6,-628,276,設定1,42.6,20.2,15.9,10.8,10.5
2026-07-21,SBニューキングハナハナV-30,355,2475,10,6,404,412,設定1,40.9,19.9,16.2,11.5,11.4
2026-07-21,SBニューキングハナハナV-30,356,2252,6,3,-918,750,設定1,54.5,21.3,13.2,6.6,4.4
2026-07-21,SBニューキングハナハナV-30,357,1348,2,1,-1149,1348,設定1,55.9,21.1,12.7,6.2,4.1
2026-07-21,SBニューキングハナハナV-30,358,1958,4,7,-607,279,設定1,41.6,20.0,16.2,11.2,11.0
2026-07-21,SBニューキングハナハナV-30,359,6552,26,26,2237,252,設定V,7.5,7.1,12.4,20.8,52.3
2026-07-21,SBニューキングハナハナV-30,360,731,4,0,215,0,設定1,47.8,20.5,14.6,9.1,8.1
2026-07-21,SBニューキングハナハナV-30,361,8035,37,20,2795,401,設定V,22.0,15.2,18.1,19.0,25.6
2026-07-21,SBニューキングハナハナV-30,362,2500,9,4,-203,625,設定1,49.7,21.1,14.5,8.3,6.4
2026-07-21,SBニューキングハナハナV-30,363,2795,11,6,264,465,設定1,43.6,20.4,15.9,10.5,9.6
2026-07-21,SBニューキングハナハナV-30,364,8995,31,29,737,310,設定V,17.8,13.7,18.3,20.6,29.5
2026-07-21,SBニューキングハナハナV-30,365,7952,26,18,-779,441,設定1,47.3,22.2,16.2,8.9,5.4
2026-07-24,SBニューキングハナハナV-30,336,2510,10,7,484,358,設定1,38.0,19.3,16.6,12.6,13.5
2026-07-24,SBニューキングハナハナV-30,337,9582,37,27,1520,354,設定V,20.9,15.3,19.0,19.7,25.1
2026-07-24,SBニューキングハナハナV-30,338,2948,9,5,-705,589,設定1,52.3,21.4,13.9,7.4,5.0
2026-07-24,SBニューキングハナハナV-30,339,1579,4,2,-722,789,設定1,52.6,21.1,13.7,7.3,5.4
2026-07-24,SBニューキングハナハナV-30,340,3183,16,5,1146,636,設定1,43.0,20.3,15.9,10.8,9.9
2026-07-24,SBニューキングハナハナV-30,341,5214,19,10,-136,521,設定1,48.9,21.6,15.2,8.5,5.8
2026-07-24,SBニューキングハナハナV-30,342,2939,11,4,-199,734,設定1,51.9,21.3,14.0,7.5,5.3
2026-07-24,SBニューキングハナハナV-30,343,9004,32,23,256,391,設定1,34.8,20.2,19.0,14.0,12.0
2026-07-24,SBニューキングハナハナV-30,344,2839,13,5,696,567,設定1,43.8,20.4,15.8,10.5,9.5
2026-07-24,SBニューキングハナハナV-30,345,2715,7,5,-1000,543,設定1,52.7,21.4,13.8,7.2,4.9
2026-07-24,SBニューキングハナハナV-30,346,9355,40,31,3296,301,設定V,6.3,6.5,12.2,21.7,53.4
2026-07-24,SBニューキングハナハナV-30,347,870,2,2,-344,435,設定1,46.8,20.5,14.9,9.4,8.5
2026-07-24,SBニューキングハナハナV-30,348,5873,23,12,440,489,設定1,44.3,21.2,16.4,10.3,7.9
2026-07-24,SBニューキングハナハナV-30,349,975,1,1,-935,975,設定1,53.0,21.0,13.5,7.2,5.3
2026-07-24,SBニューキングハナハナV-30,350,6438,21,22,318,292,設定V,22.8,15.5,18.2,18.4,25.0
2026-07-24,SBニューキングハナハナV-30,351,6554,24,17,441,385,設定1,35.3,19.7,18.1,13.8,13.1
2026-07-24,SBニューキングハナハナV-30,352,1463,5,0,-506,0,設定1,55.3,21.1,12.8,6.4,4.3
2026-07-24,SBニューキングハナハナV-30,353,3739,8,11,-1354,339,設定1,45.7,21.2,15.9,9.6,7.6
2026-07-24,SBニューキングハナハナV-30,354,2686,7,4,-1089,671,設定1,55.2,21.4,13.1,6.4,4.0
2026-07-24,SBニューキングハナハナV-30,355,5286,22,11,828,480,設定1,41.3,20.6,16.8,11.4,9.9
2026-07-24,SBニューキングハナハナV-30,356,5950,23,18,1112,330,設定1,25.2,16.3,18.1,17.5,22.9
2026-07-24,SBニューキングハナハナV-30,357,1293,3,2,-630,646,設定1,50.7,20.9,14.1,8.0,6.3
2026-07-24,SBニューキングハナハナV-30,358,3790,9,7,-1634,541,設定1,56.4,21.6,12.8,5.9,3.3
2026-07-24,SBニューキングハナハナV-30,359,3640,10,6,-1241,606,設定1,55.9,21.6,12.9,6.1,3.5
2026-07-24,SBニューキングハナハナV-30,360,4410,21,8,1363,551,設定1,40.9,20.2,16.6,11.6,10.7
2026-07-24,SBニューキングハナハナV-30,361,3487,8,3,-2039,1162,設定1,64.3,20.7,10.0,3.5,1.5
2026-07-24,SBニューキングハナハナV-30,362,1710,5,2,-595,855,設定1,52.5,21.1,13.7,7.3,5.3
2026-07-24,SBニューキングハナハナV-30,363,8653,35,22,1558,393,設定1,27.7,17.7,19.1,17.0,18.5
2026-07-24,SBニューキングハナハナV-30,364,2957,4,10,-1628,295,設定1,45.6,21.0,15.8,9.7,7.9
2026-07-24,SBニューキングハナハナV-30,365,9593,41,18,1582,532,設定1,42.7,21.7,17.4,10.9,7.4
2026-07-25,SBニューキングハナハナV-30,336,5122,19,7,-396,731,設定1,56.3,21.7,12.9,5.9,3.2
2026-07-25,SBニューキングハナハナV-30,337,8086,37,21,2853,385,設定V,19.7,14.2,17.8,19.8,28.6
2026-07-25,SBニューキングハナハナV-30,338,7432,27,20,527,371,設定1,32.1,19.0,18.7,15.1,15.1
2026-07-25,SBニューキングハナハナV-30,339,2445,3,4,-1997,611,設定1,58.4,21.3,12.0,5.3,2.9
2026-07-25,SBニューキングハナハナV-30,340,4560,16,9,-278,506,設定1,48.7,21.5,15.1,8.6,6.1
2026-07-25,SBニューキングハナハナV-30,341,6684,29,14,1427,477,設定1,37.8,20.1,17.7,12.8,11.5
2026-07-25,SBニューキングハナハナV-30,342,4918,18,9,-160,546,設定1,49.9,21.6,14.9,8.2,5.5
2026-07-25,SBニューキングハナハナV-30,343,9581,36,33,1989,290,設定V,8.3,8.0,14.1,22.3,47.4
2026-07-25,SBニューキングハナハナV-30,344,2911,11,3,-289,970,設定1,54.4,21.3,13.3,6.7,4.3
2026-07-25,SBニューキングハナハナV-30,345,4506,13,10,-1008,450,設定1,50.1,21.7,14.9,8.0,5.4
2026-07-25,SBニューキングハナハナV-30,346,7921,33,17,1318,465,設定1,37.7,20.4,18.0,12.9,10.9
2026-07-25,SBニューキングハナハナV-30,347,3503,10,6,-1047,583,設定1,54.4,21.5,13.4,6.6,4.1
2026-07-25,SBニューキングハナハナV-30,348,5863,24,14,1027,418,設定1,35.6,19.5,17.8,13.7,13.5
2026-07-25,SBニューキングハナハナV-30,349,5778,19,20,367,288,設定V,23.7,15.8,18.1,18.0,24.5
2026-07-25,SBニューキングハナハナV-30,350,5349,13,12,-1938,445,設定1,54.3,22.0,13.8,6.4,3.5
2026-07-25,SBニューキングハナハナV-30,351,6548,23,19,397,344,設定1,30.4,18.3,18.5,15.7,17.1
2026-07-25,SBニューキングハナハナV-30,352,6676,29,16,1698,417,設定1,30.9,18.3,18.3,15.6,17.0
2026-07-25,SBニューキングハナハナV-30,353,3968,12,8,-820,496,設定1,51.0,21.6,14.5,7.7,5.2
2026-07-25,SBニューキングハナハナV-30,354,5122,14,13,-1176,394,設定1,47.0,21.6,15.8,9.1,6.5
2026-07-25,SBニューキングハナハナV-30,355,5015,18,12,92,417,設定1,41.6,20.7,16.8,11.2,9.6
2026-07-25,SBニューキングハナハナV-30,356,5965,20,17,25,350,設定1,34.5,19.4,18.1,14.0,13.9
2026-07-25,SBニューキングハナハナV-30,357,4385,11,14,-941,313,設定1,39.2,20.3,17.2,12.1,11.2
2026-07-25,SBニューキングハナハナV-30,358,9031,38,23,2090,392,設定1,24.2,16.4,18.9,18.4,22.0
2026-07-25,SBニューキングハナハナV-30,359,4849,14,14,-660,346,設定1,40.1,20.5,17.2,11.8,10.4
2026-07-25,SBニューキングハナハナV-30,360,4317,18,9,688,479,設定1,41.9,20.5,16.5,11.2,10.0
2026-07-25,SBニューキングハナハナV-30,361,8788,40,24,3187,366,設定V,15.1,12.0,16.8,21.2,34.9
2026-07-25,SBニューキングハナハナV-30,362,4441,15,8,-552,555,設定1,51.9,21.6,14.3,7.4,4.8
2026-07-25,SBニューキングハナハナV-30,363,2901,11,6,114,483,設定1,45.1,20.7,15.6,10.0,8.6
2026-07-25,SBニューキングハナハナV-30,364,9277,32,28,521,331,設定V,22.5,16.0,19.3,19.1,23.1
2026-07-25,SBニューキングハナハナV-30,365,4023,12,7,-1028,574,設定1,54.5,21.6,13.4,6.5,3.9
