日付,機種名,台番,累計ゲーム数,BIG回数,REG回数,推測差枚,REG確率,最有力設定,設定1(%),設定2(%),設定3(%),設定4(%),設定V(%)
2026-07-12,SBニューキングハナハナV-30,336,5538,16,11,-1399,503,設定1,54.6,22.0,13.6,6.4,3.5
2026-07-12,SBニューキングハナハナV-30,337,6359,23,16,274,397,設定1,37.8,20.3,17.8,12.8,11.4
2026-07-12,SBニューキングハナハナV-30,338,3471,13,6,-66,578,設定1,49.1,21.2,14.8,8.5,6.3
2026-07-12,SBニューキングハナハナV-30,339,3804,14,8,35,475,設定1,45.4,21.0,15.8,9.8,8.0
2026-07-12,SBニューキングハナハナV-30,340,5072,13,16,-1027,317,設定1,38.4,20.3,17.6,12.4,11.3
2026-07-12,SBニューキングハナハナV-30,341,3038,9,9,-312,337,設定1,40.7,20.1,16.5,11.5,11.1
2026-07-12,SBニューキングハナハナV-30,342,4575,14,11,-663,415,設定1,46.2,21.3,15.9,9.5,7.2
2026-07-12,SBニューキングハナハナV-30,343,1167,3,2,-452,583,設定1,49.0,20.8,14.5,8.6,7.2
2026-07-12,SBニューキングハナハナV-30,344,8010,37,19,2700,421,設定1,24.8,16.4,18.4,18.0,22.3
2026-07-12,SBニューキングハナハナV-30,345,1222,1,1,-1283,1222,設定1,56.0,21.1,12.7,6.2,4.1
2026-07-12,SBニューキングハナハナV-30,346,5734,23,14,897,409,設定1,35.6,19.5,17.8,13.6,13.5
2026-07-12,SBニューキングハナハナV-30,347,1748,6,2,-336,874,設定1,51.3,21.0,14.0,7.8,5.9
2026-07-12,SBニューキングハナハナV-30,348,7213,30,22,2032,327,設定V,17.5,13.0,17.2,20.2,32.1
2026-07-12,SBニューキングハナハナV-30,349,4272,12,13,-599,328,設定1,39.1,20.1,17.2,12.2,11.4
2026-07-12,SBニューキングハナハナV-30,350,4441,15,8,-552,555,設定1,51.9,21.6,14.3,7.4,4.8
2026-07-12,SBニューキングハナハナV-30,351,4424,10,8,-2088,553,設定1,59.1,21.6,12.0,5.0,2.4
2026-07-12,SBニューキングハナハナV-30,352,3873,21,9,2251,430,設定1,29.5,17.1,17.2,15.8,20.5
2026-07-12,SBニューキングハナハナV-30,353,1728,4,1,-1062,1728,設定1,57.1,21.1,12.3,5.8,3.6
2026-07-12,SBニューキングハナハナV-30,354,4881,15,12,-653,406,設定1,45.3,21.3,16.1,9.8,7.5
2026-07-12,SBニューキングハナハナV-30,355,4461,13,10,-944,446,設定1,49.5,21.6,15.0,8.2,5.7
2026-07-12,SBニューキングハナハナV-30,356,2109,7,2,-534,1054,設定1,54.1,21.2,13.3,6.8,4.6
2026-07-12,SBニューキングハナハナV-30,357,3186,5,11,-1509,289,設定1,43.6,20.8,16.2,10.4,8.9
2026-07-12,SBニューキングハナハナV-30,358,2857,6,7,-1253,408,設定1,50.2,21.3,14.6,8.1,5.9
2026-07-12,SBニューキングハナハナV-30,359,4428,24,8,2273,553,設定1,35.3,18.9,17.1,13.7,15.0
2026-07-12,SBニューキングハナハナV-30,360,1097,4,1,-171,1097,設定1,49.5,20.7,14.3,8.4,7.0
2026-07-12,SBニューキングハナハナV-30,361,6109,27,15,1745,407,設定1,30.0,17.9,18.1,15.9,18.3
2026-07-12,SBニューキングハナハナV-30,362,2564,6,7,-839,366,設定1,46.3,20.9,15.4,9.5,7.9
2026-07-12,SBニューキングハナハナV-30,363,5171,17,11,-569,470,設定1,48.7,21.7,15.3,8.5,5.8
2026-07-12,SBニューキングハナハナV-30,364,3529,13,6,-148,588,設定1,49.9,21.3,14.6,8.2,6.0
2026-07-12,SBニューキングハナハナV-30,365,4476,13,9,-1095,497,設定1,52.6,21.7,14.1,7.1,4.4
2026-07-13,SBニューキングハナハナV-30,336,8415,35,15,984,561,設定1,47.1,22.0,16.1,9.1,5.7
2026-07-13,SBニューキングハナハナV-30,337,5456,19,9,-608,606,設定1,54.6,21.9,13.5,6.4,3.6
2026-07-13,SBニューキングハナハナV-30,338,2308,1,3,-2557,769,設定1,62.2,20.9,10.7,4.2,2.0
2026-07-13,SBニューキングハナハナV-30,339,2099,5,2,-1144,1049,設定1,57.1,21.2,12.4,5.8,3.5
2026-07-13,SBニューキングハナハナV-30,340,5355,20,14,496,382,設定1,35.9,19.5,17.7,13.5,13.4
2026-07-13,SBニューキングハナハナV-30,341,5194,24,6,931,865,設定1,52.2,21.6,14.1,7.4,4.7
2026-07-13,SBニューキングハナハナV-30,342,2930,8,5,-992,586,設定1,53.7,21.4,13.6,6.9,4.5
2026-07-13,SBニューキングハナハナV-30,343,4364,14,15,154,290,設定1,29.7,17.6,17.8,15.7,19.2
2026-07-13,SBニューキングハナハナV-30,344,1856,4,3,-983,618,設定1,53.0,21.2,13.6,7.2,5.0
2026-07-13,SBニューキングハナハナV-30,345,2190,4,4,-1325,547,設定1,54.1,21.3,13.4,6.7,4.5
2026-07-13,SBニューキングハナハナV-30,346,1610,5,6,66,268,設定1,38.0,19.1,16.4,12.5,13.9
2026-07-13,SBニューキングハナハナV-30,347,4610,15,15,118,307,設定1,31.3,18.2,17.9,15.1,17.5
2026-07-13,SBニューキングハナハナV-30,348,3627,10,5,-1352,725,設定1,58.4,21.4,12.1,5.3,2.8
2026-07-13,SBニューキングハナハナV-30,349,4119,16,11,604,374,設定1,36.0,19.2,17.3,13.4,14.1
2026-07-13,SBニューキングハナハナV-30,350,7470,38,16,3385,466,設定1,25.2,16.3,18.1,17.8,22.6
2026-07-13,SBニューキングハナハナV-30,351,4539,14,6,-1262,756,設定1,59.7,21.4,11.7,4.8,2.3
2026-07-13,SBニューキングハナハナV-30,352,4147,14,7,-579,592,設定1,52.8,21.6,13.9,7.1,4.5
2026-07-13,SBニューキングハナハナV-30,353,3890,20,6,1525,648,設定1,42.1,20.3,16.2,11.1,10.2
2026-07-13,SBニューキングハナハナV-30,354,1740,3,4,-1001,435,設定1,50.2,21.1,14.3,8.1,6.3
2026-07-13,SBニューキングハナハナV-30,355,7533,33,17,1866,443,設定1,32.2,18.9,18.4,15.1,15.4
2026-07-13,SBニューキングハナハナV-30,356,2211,6,4,-730,552,設定1,51.1,21.2,14.2,7.8,5.8
2026-07-13,SBニューキングハナハナV-30,357,5966,23,12,309,497,設定1,45.5,21.4,16.2,9.8,7.2
2026-07-13,SBニューキングハナハナV-30,358,4580,10,15,-1398,305,設定1,40.5,20.6,17.2,11.6,10.2
2026-07-13,SBニューキングハナハナV-30,359,2557,9,3,-413,852,設定1,53.4,21.3,13.5,7.0,4.8
2026-07-13,SBニューキングハナハナV-30,360,1970,4,3,-1144,656,設定1,54.4,21.2,13.2,6.7,4.5
2026-07-13,SBニューキングハナハナV-30,361,5608,21,14,451,400,設定1,37.7,20.0,17.6,12.8,12.0
2026-07-13,SBニューキングハナハナV-30,362,7672,33,13,1150,590,設定1,47.2,21.8,15.9,9.1,5.9
2026-07-13,SBニューキングハナハナV-30,363,4554,15,14,67,325,設定1,34.0,18.9,17.7,14.1,15.3
2026-07-13,SBニューキングハナハナV-30,364,2919,7,3,-1548,973,設定1,60.3,21.1,11.4,4.7,2.4
2026-07-13,SBニューキングハナハナV-30,365,7089,27,22,1271,322,設定V,20.9,14.7,18.0,19.2,27.2
2026-07-14,SBニューキングハナハナV-30,336,7160,26,19,469,376,設定1,33.4,19.3,18.5,14.5,14.2
2026-07-14,SBニューキングハナハナV-30,337,2266,5,6,-860,377,設定1,47.3,20.9,15.1,9.1,7.5
2026-07-14,SBニューキングハナハナV-30,338,6103,22,16,324,381,設定1,36.1,19.8,17.9,13.4,12.8
2026-07-14,SBニューキングハナハナV-30,339,1697,6,6,255,282,設定1,37.3,19.0,16.5,12.7,14.5
2026-07-14,SBニューキングハナハナV-30,340,4063,11,6,-1526,677,設定1,59.0,21.5,12.0,5.0,2.5
2026-07-14,SBニューキングハナハナV-30,341,533,0,0,-752,0,設定1,52.2,20.9,13.6,7.5,5.9
2026-07-14,SBニューキングハナハナV-30,342,4425,18,6,146,737,設定1,52.7,21.6,14.0,7.2,4.6
2026-07-14,SBニューキングハナハナV-30,343,2971,11,4,-244,742,設定1,52.2,21.3,13.9,7.4,5.1
2026-07-14,SBニューキングハナハナV-30,344,832,1,2,-603,416,設定1,48.1,20.6,14.6,8.9,7.7
2026-07-14,SBニューキングハナハナV-30,345,4797,15,9,-925,533,設定1,53.2,21.8,13.9,6.9,4.1
2026-07-14,SBニューキングハナハナV-30,346,1262,4,2,-274,631,設定1,48.5,20.7,14.6,8.8,7.4
2026-07-14,SBニューキングハナハナV-30,347,5257,19,13,193,404,設定1,39.8,20.4,17.2,11.9,10.6
2026-07-14,SBニューキングハナハナV-30,348,2036,6,7,-93,290,設定1,38.8,19.5,16.5,12.2,13.0
2026-07-14,SBニューキングハナハナV-30,349,3001,17,7,1975,428,設定1,31.4,17.5,16.9,15.0,19.2
2026-07-14,SBニューキングハナハナV-30,350,3008,13,6,587,501,設定1,42.9,20.3,16.0,10.8,10.0
2026-07-14,SBニューキングハナハナV-30,351,6287,30,12,2040,523,設定1,37.0,19.8,17.5,13.2,12.5
2026-07-14,SBニューキングハナハナV-30,352,2801,8,6,-680,466,設定1,49.1,21.2,14.8,8.5,6.5
2026-07-14,SBニューキングハナハナV-30,353,6390,26,16,1166,399,設定1,32.5,18.8,18.2,14.9,15.6
2026-07-14,SBニューキングハナハナV-30,354,1531,7,1,151,1531,設定1,49.9,20.8,14.2,8.3,6.7
2026-07-14,SBニューキングハナハナV-30,355,7658,37,20,3327,382,設定V,17.3,12.9,16.9,20.3,32.6
2026-07-14,SBニューキングハナハナV-30,356,4470,26,13,3488,343,設定V,15.9,11.5,15.3,19.6,37.7
2026-07-14,SBニューキングハナハナV-30,357,596,0,1,-711,596,設定1,49.9,20.7,14.2,8.3,6.9
2026-07-14,SBニューキングハナハナV-30,358,8131,38,27,3881,301,設定V,6.1,6.1,11.4,20.9,55.5
2026-07-14,SBニューキングハナハナV-30,359,663,1,1,-494,663,設定1,49.0,20.7,14.4,8.6,7.3
2026-07-14,SBニューキングハナハナV-30,360,4130,13,10,-477,413,設定1,45.2,21.1,16.0,9.9,7.9
2026-07-14,SBニューキングハナハナV-30,361,4118,12,7,-1162,588,設定1,55.6,21.6,13.1,6.1,3.5
2026-07-14,SBニューキングハナハナV-30,362,2888,10,9,210,320,設定1,36.6,19.1,16.9,13.1,14.3
2026-07-14,SBニューキングハナハナV-30,363,3599,13,14,792,257,設定V,23.9,15.3,17.1,17.5,26.2
2026-07-14,SBニューキングハナハナV-30,364,8510,33,28,1916,303,設定V,12.2,10.4,15.9,21.7,39.7
2026-07-14,SBニューキングハナハナV-30,365,1445,5,2,-220,722,設定1,49.2,20.8,14.5,8.5,7.0
2026-07-15,SBニューキングハナハナV-30,336,3677,10,11,-643,334,設定1,41.2,20.4,16.7,11.4,10.4
2026-07-15,SBニューキングハナハナV-30,337,2792,8,8,-407,349,設定1,42.5,20.4,16.2,10.9,10.1
2026-07-15,SBニューキングハナハナV-30,338,9741,42,26,2725,374,設定V,17.6,13.6,18.1,20.8,29.9
2026-07-15,SBニューキングハナハナV-30,339,1581,3,5,-647,316,設定1,44.9,20.5,15.5,10.0,9.2
2026-07-15,SBニューキングハナハナV-30,340,2287,9,6,357,381,設定1,40.1,19.7,16.3,11.8,12.1
2026-07-15,SBニューキングハナハナV-30,341,7442,29,16,616,465,設定1,41.7,21.2,17.3,11.2,8.6
2026-07-15,SBニューキングハナハナV-30,342,1503,3,3,-796,501,設定1,50.3,21.0,14.3,8.1,6.4
2026-07-15,SBニューキングハナハナV-30,343,4455,14,11,-494,405,設定1,44.6,21.1,16.2,10.1,8.1
2026-07-15,SBニューキングハナハナV-30,344,3649,11,5,-1071,729,設定1,57.2,21.5,12.5,5.7,3.1
2026-07-15,SBニューキングハナハナV-30,345,3584,11,7,-720,512,設定1,50.9,21.5,14.4,7.8,5.4
2026-07-15,SBニューキングハナハナV-30,346,5001,22,20,2400,250,設定V,10.2,8.6,13.5,20.4,47.3
2026-07-15,SBニューキングハナハナV-30,347,1760,4,4,-717,440,設定1,48.8,20.9,14.7,8.6,7.0
2026-07-15,SBニューキングハナハナV-30,348,9054,35,23,1122,393,設定1,30.0,18.7,19.3,16.1,16.0
2026-07-15,SBニューキングハナハナV-30,349,1197,7,2,753,598,設定1,42.0,19.7,15.7,11.1,11.5
2026-07-15,SBニューキングハナハナV-30,350,5123,20,10,304,512,設定1,46.0,21.3,15.9,9.6,7.3
2026-07-15,SBニューキングハナハナV-30,351,7579,27,22,579,344,設定1,27.5,17.6,18.9,16.9,19.1
2026-07-15,SBニューキングハナハナV-30,352,2585,9,7,66,369,設定1,41.0,20.0,16.3,11.4,11.2
2026-07-15,SBニューキングハナハナV-30,353,3326,10,4,-1057,831,設定1,57.8,21.4,12.3,5.5,3.0
2026-07-15,SBニューキングハナハナV-30,354,5234,19,15,485,348,設定1,32.7,18.7,17.9,14.7,16.0
2026-07-15,SBニューキングハナハナV-30,355,4347,20,11,1530,395,設定1,31.5,17.9,17.5,15.1,18.0
2026-07-15,SBニューキングハナハナV-30,356,6096,30,18,3090,338,設定V,15.3,11.6,15.8,20.3,37.1
2026-07-15,SBニューキングハナハナV-30,357,3046,11,4,-350,761,設定1,53.1,21.4,13.7,7.1,4.7
2026-07-15,SBニューキングハナハナV-30,358,6960,31,19,2311,366,設定V,21.4,14.8,17.8,19.0,27.1
2026-07-15,SBニューキングハナハナV-30,359,1750,6,1,-469,1750,設定1,54.3,21.1,13.2,6.8,4.7
2026-07-15,SBニューキングハナハナV-30,360,3193,18,1,1236,3193,設定1,52.3,21.2,13.8,7.5,5.3
2026-07-15,SBニューキングハナハナV-30,361,6583,29,11,1180,598,設定1,46.2,21.5,16.0,9.5,6.8
2026-07-15,SBニューキングハナハナV-30,362,3137,9,5,-972,627,設定1,54.5,21.5,13.3,6.6,4.1
2026-07-15,SBニューキングハナハナV-30,363,5135,15,16,-492,320,設定1,35.5,19.5,17.9,13.5,13.5
2026-07-15,SBニューキングハナハナV-30,364,3382,9,6,-1188,563,設定1,54.6,21.5,13.4,6.5,4.0
2026-07-15,SBニューキングハナハナV-30,365,6524,25,18,925,362,設定1,29.6,18.0,18.4,16.0,18.0
2026-07-16,SBニューキングハナハナV-30,336,6397,27,8,428,799,設定1,55.8,21.9,13.1,6.0,3.1
2026-07-16,SBニューキングハナハナV-30,337,4888,18,7,-377,698,設定1,55.2,21.7,13.3,6.3,3.6
2026-07-16,SBニューキングハナハナV-30,338,1331,3,1,-813,1331,設定1,54.1,21.1,13.2,6.8,4.8
2026-07-16,SBニューキングハナハナV-30,339,4158,15,7,-282,594,設定1,51.4,21.5,14.3,7.6,5.1
2026-07-16,SBニューキングハナハナV-30,340,4900,26,10,2491,490,設定1,31.4,17.9,17.5,15.2,18.1
2026-07-16,SBニューキングハナハナV-30,341,7533,37,19,3374,396,設定V,18.6,13.5,17.2,19.9,30.8
2026-07-16,SBニューキングハナハナV-30,342,5838,21,13,-3,449,設定1,44.2,21.3,16.5,10.3,7.8
2026-07-16,SBニューキングハナハナV-30,343,2265,3,8,-1223,283,設定1,44.5,20.7,15.8,10.1,9.0
2026-07-16,SBニューキングハナハナV-30,344,4852,22,9,1181,539,設定1,41.9,20.5,16.5,11.2,9.8
2026-07-16,SBニューキングハナハナV-30,345,9087,55,20,6925,454,設定V,8.2,7.4,12.7,21.5,50.2
2026-07-16,SBニューキングハナハナV-30,346,4684,19,16,1392,292,設定V,21.5,14.4,17.1,18.4,28.5
2026-07-16,SBニューキングハナハナV-30,347,1988,7,3,-233,662,設定1,49.6,21.0,14.4,8.4,6.6
2026-07-16,SBニューキングハナハナV-30,348,1938,7,3,-163,646,設定1,49.0,20.9,14.6,8.6,6.9
2026-07-16,SBニューキングハナハナV-30,349,1888,6,4,-274,472,設定1,46.9,20.7,15.1,9.3,8.0
2026-07-16,SBニューキングハナハナV-30,350,4091,11,7,-1436,584,設定1,56.7,21.6,12.7,5.8,3.1
2026-07-16,SBニューキングハナハナV-30,351,3118,12,5,-9,623,設定1,49.4,21.2,14.7,8.4,6.3
2026-07-16,SBニューキングハナハナV-30,352,6957,31,18,2185,386,設定1,24.5,16.1,18.1,18.0,23.3
2026-07-16,SBニューキングハナハナV-30,353,1831,7,2,-142,915,設定1,50.7,21.0,14.1,8.0,6.2
2026-07-16,SBニューキングハナハナV-30,354,6947,18,15,-2245,463,設定1,56.4,22.3,13.2,5.6,2.6
2026-07-16,SBニューキングハナハナV-30,355,661,3,0,2,0,設定1,48.6,20.6,14.4,8.8,7.6
2026-07-16,SBニューキングハナハナV-30,356,826,1,1,-724,826,設定1,51.2,20.9,13.9,7.8,6.2
2026-07-16,SBニューキングハナハナV-30,357,4771,17,11,-4,433,設定1,43.4,20.9,16.4,10.6,8.7
2026-07-16,SBニューキングハナハナV-30,358,2105,6,4,-581,526,設定1,49.8,21.1,14.5,8.3,6.4
2026-07-16,SBニューキングハナハナV-30,359,5421,27,9,1937,602,設定1,40.5,20.3,16.8,11.8,10.6
2026-07-16,SBニューキングハナハナV-30,360,3659,14,8,240,457,設定1,43.5,20.6,16.1,10.6,9.2
2026-07-16,SBニューキングハナハナV-30,361,3553,19,11,2339,323,設定V,21.9,14.2,16.5,18.0,29.4
2026-07-16,SBニューキングハナハナV-30,362,4942,14,12,-1052,411,設定1,47.8,21.6,15.6,8.8,6.2
2026-07-16,SBニューキングハナハナV-30,363,4816,16,10,-510,481,設定1,48.9,21.6,15.2,8.5,5.9
2026-07-16,SBニューキングハナハナV-30,364,4025,16,16,1387,251,設定V,18.1,12.8,16.2,19.1,33.8
2026-07-16,SBニューキングハナハナV-30,365,4751,13,11,-1224,431,設定1,50.1,21.7,14.9,8.0,5.3
2026-07-17,SBニューキングハナハナV-30,336,5978,15,17,-1553,351,設定1,43.9,21.5,16.8,10.2,7.5
2026-07-17,SBニューキングハナハナV-30,337,2331,6,6,-640,388,設定1,46.4,20.8,15.3,9.4,8.0
2026-07-17,SBニューキングハナハナV-30,338,7647,36,18,2771,424,設定1,24.9,16.3,18.3,18.0,22.6
2026-07-17,SBニューキングハナハナV-30,339,976,1,1,-936,976,設定1,53.0,21.0,13.5,7.2,5.3
2026-07-17,SBニューキングハナハナV-30,340,3942,14,6,-419,657,設定1,53.3,21.5,13.8,7.0,4.4
2026-07-17,SBニューキングハナハナV-30,341,3925,19,12,1944,327,設定V,23.9,15.2,17.0,17.5,26.5
2026-07-17,SBニューキングハナハナV-30,342,6672,24,20,664,333,設定1,26.9,17.1,18.5,17.0,20.4
2026-07-17,SBニューキングハナハナV-30,343,3287,14,7,635,469,設定1,41.6,20.2,16.3,11.3,10.7
2026-07-17,SBニューキングハナハナV-30,344,7122,30,15,1250,474,設定1,38.8,20.5,17.7,12.5,10.6
2026-07-17,SBニューキングハナハナV-30,345,2635,5,3,-1771,878,設定1,60.1,21.1,11.5,4.8,2.5
2026-07-17,SBニューキングハナハナV-30,346,5406,20,6,-615,901,設定1,60.3,21.4,11.5,4.6,2.1
2026-07-17,SBニューキングハナハナV-30,347,3576,12,6,-526,596,設定1,52.1,21.5,14.1,7.4,5.0
2026-07-17,SBニューキングハナハナV-30,348,2701,13,3,631,900,設定1,48.5,20.9,14.8,8.8,7.1
2026-07-17,SBニューキングハナハナV-30,349,3202,13,5,183,640,設定1,48.8,21.1,14.8,8.7,6.6
2026-07-17,SBニューキングハナハナV-30,350,9261,32,25,153,370,設定1,31.8,19.5,19.4,15.3,14.0
2026-07-17,SBニューキングハナハナV-30,351,5686,23,11,575,516,設定1,44.9,21.2,16.2,10.0,7.6
2026-07-17,SBニューキングハナハナV-30,352,4527,21,13,1848,348,設定1,25.4,15.9,17.4,17.2,24.2
2026-07-17,SBニューキングハナハナV-30,353,4434,22,8,1641,554,設定1,39.3,19.9,16.8,12.2,11.8
2026-07-17,SBニューキングハナハナV-30,354,8485,34,22,1483,385,設定1,27.2,17.5,19.0,17.2,19.1
2026-07-17,SBニューキングハナハナV-30,355,1744,3,5,-877,348,設定1,47.1,20.8,15.1,9.2,7.8
2026-07-17,SBニューキングハナハナV-30,356,4980,18,9,-247,553,設定1,50.6,21.7,14.7,7.9,5.2
2026-07-17,SBニューキングハナハナV-30,357,2637,4,6,-1696,439,設定1,53.7,21.5,13.6,6.8,4.5
2026-07-17,SBニューキングハナハナV-30,358,4701,16,10,-347,470,設定1,47.4,21.4,15.5,9.0,6.6
2026-07-17,SBニューキングハナハナV-30,359,2885,11,2,-382,1442,設定1,56.9,21.3,12.5,5.9,3.5
2026-07-17,SBニューキングハナハナV-30,360,5167,13,13,-1551,397,設定1,49.3,21.8,15.2,8.2,5.4
2026-07-17,SBニューキングハナハナV-30,361,3249,9,10,-480,324,設定1,40.3,20.1,16.7,11.7,11.2
2026-07-17,SBニューキングハナハナV-30,362,2406,10,0,-278,0,設定1,58.4,21.1,11.9,5.4,3.2
2026-07-17,SBニューキングハナハナV-30,363,4653,13,8,-1475,581,設定1,57.3,21.7,12.6,5.5,2.9
2026-07-17,SBニューキングハナハナV-30,364,8563,32,28,1529,305,設定V,14.1,11.6,16.8,21.4,36.1
2026-07-17,SBニューキングハナハナV-30,365,3240,7,5,-1742,648,設定1,58.6,21.4,12.1,5.2,2.8
2026-07-18,SBニューキングハナハナV-30,336,5653,18,11,-938,513,設定1,52.9,22.0,14.2,7.0,4.0
2026-07-18,SBニューキングハナハナV-30,337,3560,15,7,561,508,設定1,43.5,20.6,16.0,10.6,9.3
2026-07-18,SBニューキングハナハナV-30,338,9212,35,26,1288,354,設定V,22.6,15.9,19.1,19.1,23.4
2026-07-18,SBニューキングハナハナV-30,339,3036,7,9,-934,337,設定1,44.4,20.8,15.9,10.1,8.7
2026-07-18,SBニューキングハナハナV-30,340,3110,10,6,-492,518,設定1,49.6,21.3,14.7,8.3,6.1
2026-07-18,SBニューキングハナハナV-30,341,1742,7,2,-16,871,設定1,49.5,20.9,14.4,8.4,6.8
2026-07-18,SBニューキングハナハナV-30,342,4984,10,12,-2359,415,設定1,54.7,22.0,13.6,6.3,3.4
2026-07-18,SBニューキングハナハナV-30,343,6041,28,17,2413,355,設定V,20.7,14.2,17.2,19.0,28.9
2026-07-18,SBニューキングハナハナV-30,344,560,2,0,-166,0,設定1,49.1,20.6,14.3,8.6,7.4
2026-07-18,SBニューキングハナハナV-30,345,5893,24,11,594,535,設定1,45.9,21.4,16.0,9.6,7.0
2026-07-18,SBニューキングハナハナV-30,346,3438,6,8,-1943,429,設定1,54.2,21.6,13.5,6.6,4.0
2026-07-18,SBニューキングハナハナV-30,347,2107,3,4,-1519,526,設定1,54.7,21.3,13.2,6.5,4.3
2026-07-18,SBニューキングハナハナV-30,348,4060,14,10,-66,406,設定1,42.4,20.6,16.5,10.9,9.6
2026-07-18,SBニューキングハナハナV-30,349,6281,26,10,540,628,設定1,50.5,21.8,14.8,7.9,4.9
2026-07-18,SBニューキングハナハナV-30,350,5394,17,15,-364,359,設定1,38.8,20.3,17.5,12.3,11.1
2026-07-18,SBニューキングハナハナV-30,351,8299,31,19,420,436,設定1,40.0,21.1,17.9,11.9,9.1
2026-07-18,SBニューキングハナハナV-30,352,743,2,1,-295,743,設定1,48.3,20.6,14.5,8.8,7.7
2026-07-18,SBニューキングハナハナV-30,353,3110,10,5,-622,622,設定1,52.6,21.4,13.9,7.2,4.9
2026-07-18,SBニューキングハナハナV-30,354,5197,16,11,-918,472,設定1,50.6,21.8,14.8,7.8,5.0
2026-07-18,SBニューキングハナハナV-30,355,2106,4,2,-1466,1053,設定1,58.6,21.2,11.9,5.3,3.0
2026-07-18,SBニューキングハナハナV-30,356,3642,10,9,-853,404,設定1,47.2,21.2,15.4,9.1,7.0
2026-07-18,SBニューキングハナハナV-30,357,4199,16,6,-158,699,設定1,53.2,21.6,13.8,7.0,4.4
2026-07-18,SBニューキングハナハナV-30,358,3983,16,8,406,497,設定1,44.2,20.8,16.0,10.3,8.7
2026-07-18,SBニューキングハナハナV-30,359,5350,26,11,1985,486,設定1,34.6,19.0,17.5,14.1,14.9
2026-07-18,SBニューキングハナハナV-30,360,1802,3,2,-1349,901,設定1,56.7,21.2,12.5,5.9,3.7
2026-07-18,SBニューキングハナハナV-30,361,1541,5,2,-356,770,設定1,50.4,20.9,14.2,8.1,6.4
2026-07-18,SBニューキングハナハナV-30,362,5279,12,18,-1372,293,設定1,36.5,20.0,18.0,13.1,12.4
2026-07-18,SBニューキングハナハナV-30,363,1985,1,6,-1711,330,設定1,50.6,21.2,14.4,7.9,5.9
2026-07-18,SBニューキングハナハナV-30,364,3100,9,8,-530,387,設定1,44.9,20.8,15.8,10.0,8.5
2026-07-18,SBニューキングハナハナV-30,365,5104,12,4,-2944,1276,設定1,70.7,19.4,7.5,2.0,0.5
2026-07-19,SBニューキングハナハナV-30,336,5370,19,10,-356,537,設定1,50.8,21.8,14.7,7.8,4.9
2026-07-19,SBニューキングハナハナV-30,337,4731,14,13,-624,363,設定1,41.8,20.8,16.8,11.1,9.5
2026-07-19,SBニューキングハナハナV-30,338,2438,9,4,-115,609,設定1,48.9,21.0,14.7,8.6,6.8
2026-07-19,SBニューキングハナハナV-30,339,9663,49,24,4759,402,設定V,11.9,10.1,15.5,22.0,40.5
2026-07-19,SBニューキングハナハナV-30,340,7422,26,22,489,337,設定1,27.2,17.4,18.9,17.0,19.5
2026-07-19,SBニューキングハナハナV-30,341,2976,7,1,-1889,2976,設定1,65.3,20.4,9.6,3.3,1.4
2026-07-19,SBニューキングハナハナV-30,342,5066,23,13,1710,389,設定1,29.3,17.4,17.7,16.0,19.6
2026-07-19,SBニューキングハナハナV-30,343,5328,23,4,170,1332,設定1,60.4,21.3,11.4,4.7,2.2
2026-07-19,SBニューキングハナハナV-30,344,8151,34,20,1695,407,設定1,29.1,18.1,18.8,16.4,17.6
2026-07-19,SBニューキングハナハナV-30,345,6994,23,18,-362,388,設定1,40.0,20.9,17.7,11.8,9.5
2026-07-19,SBニューキングハナハナV-30,346,6021,17,12,-1640,501,設定1,55.7,22.0,13.3,5.9,3.0
2026-07-19,SBニューキングハナハナV-30,347,4751,14,10,-1042,475,設定1,51.4,21.8,14.5,7.5,4.8
2026-07-19,SBニューキングハナハナV-30,348,5591,20,14,163,399,設定1,39.3,20.4,17.4,12.1,10.8
2026-07-19,SBニューキングハナハナV-30,349,4573,16,9,-296,508,設定1,48.9,21.5,15.1,8.5,6.0
2026-07-19,SBニューキングハナハナV-30,350,5160,19,9,-189,573,設定1,51.2,21.7,14.5,7.7,4.9
2026-07-19,SBニューキングハナハナV-30,351,2789,8,3,-1053,929,設定1,57.5,21.3,12.3,5.6,3.2
2026-07-19,SBニューキングハナハナV-30,352,8037,25,20,-951,401,設定1,44.0,21.9,17.1,10.1,6.8
2026-07-19,SBニューキングハナハナV-30,353,5145,21,13,975,395,設定1,34.4,19.0,17.7,14.1,14.8
2026-07-19,SBニューキングハナハナV-30,354,9586,42,18,1904,532,設定1,40.8,21.4,17.8,11.7,8.4
2026-07-19,SBニューキングハナハナV-30,355,8348,37,29,3523,287,設定V,5.5,5.7,11.0,20.8,57.0
2026-07-19,SBニューキングハナハナV-30,356,4044,15,10,268,404,設定1,40.3,20.2,16.8,11.8,11.0
2026-07-19,SBニューキングハナハナV-30,357,7514,30,16,827,469,設定1,40.9,21.0,17.5,11.6,9.1
2026-07-19,SBニューキングハナハナV-30,358,4191,12,10,-875,419,設定1,47.8,21.4,15.4,8.9,6.5
2026-07-19,SBニューキングハナハナV-30,359,2330,8,4,-274,582,設定1,49.2,21.0,14.6,8.5,6.7
2026-07-19,SBニューキングハナハナV-30,360,7467,23,27,139,276,設定V,17.7,13.5,17.8,20.2,30.7
