日付,機種名,台番,累計ゲーム数,BIG回数,REG回数,推測差枚,REG確率,最有力設定,設定1(%),設定2(%),設定3(%),設定4(%),設定5(%),設定6(%)
2026-07-12,Sドラゴンハナハナ-閃光-SP-30,411,1603,5,4,-411,400,設定1,43.6,20.9,16.0,10.5,4.9,4.2
2026-07-12,Sドラゴンハナハナ-閃光-SP-30,412,2527,9,5,-491,505,設定1,46.5,21.5,15.7,9.5,4.0,2.9
2026-07-12,Sドラゴンハナハナ-閃光-SP-30,413,1479,4,4,-504,369,設定1,43.7,20.9,15.9,10.5,4.9,4.2
2026-07-12,Sドラゴンハナハナ-閃光-SP-30,414,1119,4,1,-330,1119,設定1,51.6,20.8,13.9,8.0,3.2,2.5
2026-07-12,Sドラゴンハナハナ-閃光-SP-30,415,1397,5,2,-339,698,設定1,49.5,21.0,14.5,8.6,3.6,2.8
2026-07-12,Sドラゴンハナハナ-閃光-SP-30,416,579,3,0,13,0,設定1,48.8,20.4,14.4,8.8,4.0,3.5
2026-07-12,Sドラゴンハナハナ-閃光-SP-30,417,10467,53,26,2432,402,設定6,4.3,6.8,14.8,23.7,22.2,28.2
2026-07-12,Sドラゴンハナハナ-閃光-SP-30,418,94,0,0,-120,0,設定1,46.9,20.2,14.7,9.4,4.5,4.3
2026-07-12,Sドラゴンハナハナ-閃光-SP-30,419,408,1,1,-175,408,設定1,45.4,20.3,15.1,9.9,4.8,4.5
2026-07-12,Sドラゴンハナハナ-閃光-SP-30,420,10430,56,18,2468,579,設定3,21.0,18.2,23.1,20.5,10.2,7.1
2026-07-12,Sドラゴンハナハナ-閃光-SP-30,421,0,0,0,0,0,設定?,16.7,16.7,16.7,16.7,16.7,16.7
2026-07-12,Sドラゴンハナハナ-閃光-SP-30,422,208,1,0,-14,0,設定1,46.6,20.2,14.8,9.5,4.6,4.3
2026-07-12,Sドラゴンハナハナ-閃光-SP-30,423,7386,40,10,1570,738,設定1,39.1,21.9,19.2,12.3,4.7,2.8
2026-07-12,Sドラゴンハナハナ-閃光-SP-30,424,337,1,0,-180,0,設定1,49.1,20.4,14.3,8.8,3.9,3.5
2026-07-12,Sドラゴンハナハナ-閃光-SP-30,425,920,5,0,80,0,設定1,50.4,20.6,14.1,8.4,3.6,2.9
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,396,1391,5,0,-523,0,設定1,58.3,20.5,12.0,5.9,2.0,1.3
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,397,5459,27,8,573,682,設定1,43.7,22.0,17.3,10.5,4.0,2.5
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,398,5447,27,13,1068,419,設定1,20.2,16.2,19.7,19.2,12.2,12.6
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,399,653,2,0,-333,0,設定1,52.5,20.6,13.5,7.7,3.2,2.5
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,400,1831,6,3,-547,610,設定1,50.3,21.2,14.5,8.3,3.3,2.4
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,401,5655,28,9,669,628,設定1,40.2,21.8,18.3,11.8,4.8,3.1
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,402,6370,30,11,449,579,設定1,39.0,22.1,18.8,12.2,4.8,3.0
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,403,1903,8,7,248,271,設定1,26.7,17.3,17.8,15.9,10.2,12.2
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,404,3033,12,3,-576,1011,設定1,57.3,21.2,12.6,6.0,1.9,1.0
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,405,4909,19,7,-833,701,設定1,55.8,22.1,13.3,6.2,1.8,0.8
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,406,1208,3,2,-600,604,設定1,50.7,21.0,14.2,8.2,3.3,2.5
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,407,667,2,1,-255,667,設定1,48.0,20.6,14.7,9.1,4.1,3.6
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,408,9867,44,18,165,548,設定1,36.6,23.4,20.8,12.9,4.3,1.9
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,409,1370,7,1,103,1370,設定1,49.2,20.7,14.6,8.7,3.7,3.0
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,410,2819,9,6,-770,469,設定1,47.0,21.8,15.6,9.3,3.7,2.6
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,411,1104,4,1,-311,1104,設定1,51.3,20.8,14.0,8.0,3.3,2.6
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,412,3690,17,7,225,527,設定1,39.4,21.0,17.6,12.1,5.5,4.3
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,413,4835,22,8,113,604,設定1,44.0,22.0,17.1,10.4,4.0,2.5
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,414,8366,36,15,-213,557,設定1,41.9,23.5,18.7,10.8,3.5,1.6
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,415,3450,17,5,340,690,設定1,44.7,21.3,16.4,10.2,4.3,3.1
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,416,2013,6,4,-684,503,設定1,48.8,21.4,14.9,8.8,3.5,2.6
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,417,9534,49,31,3100,307,設定6,0.3,1.0,3.8,11.5,22.2,61.2
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,418,1847,7,5,-123,369,設定1,38.3,20.2,17.0,12.3,6.3,5.9
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,419,3495,11,5,-1228,699,設定1,58.1,21.5,12.3,5.6,1.7,0.8
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,420,3126,16,5,504,625,設定1,41.0,20.8,17.0,11.5,5.3,4.3
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,421,1191,7,2,429,595,設定1,40.7,19.9,16.2,11.4,5.9,5.8
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,422,4289,23,8,1065,536,設定1,31.4,19.4,19.0,15.0,8.0,7.3
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,423,2785,10,11,5,253,設定1,19.7,15.3,17.9,18.1,12.9,16.1
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,424,5935,28,6,23,989,設定1,57.9,21.7,12.8,5.6,1.5,0.6
2026-07-13,Sドラゴンハナハナ-閃光-SP-30,425,911,2,1,-567,911,設定1,52.4,20.8,13.6,7.7,3.1,2.3
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,396,3020,6,3,-2071,1006,設定1,67.3,19.6,8.9,3.2,0.7,0.3
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,397,4279,17,12,-49,356,設定1,26.2,18.6,19.5,16.9,9.7,9.1
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,398,4239,22,8,877,529,設定1,32.8,19.8,18.8,14.5,7.5,6.6
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,399,1731,6,3,-419,577,設定1,48.5,21.1,14.9,8.9,3.7,2.8
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,400,5753,17,8,-2323,719,設定1,66.5,20.5,9.2,3.1,0.6,0.2
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,401,2154,10,3,46,718,設定1,46.9,21.0,15.4,9.4,4.0,3.1
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,402,6819,32,18,1049,378,設定4,12.7,13.0,18.9,21.9,15.9,17.7
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,403,3022,14,4,37,755,設定1,48.6,21.4,15.2,8.8,3.5,2.4
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,404,754,5,0,293,0,設定1,47.3,20.3,14.8,9.3,4.3,3.9
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,405,5329,25,10,427,532,設定1,36.5,21.3,18.9,13.2,5.9,4.2
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,406,3879,20,7,738,554,設定1,35.8,20.3,18.3,13.4,6.6,5.6
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,407,282,0,0,-361,0,設定1,50.4,20.5,14.0,8.3,3.6,3.1
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,408,5312,16,10,-1818,531,設定1,55.4,22.7,13.4,6.1,1.7,0.7
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,409,3740,11,6,-1446,623,設定1,57.7,21.7,12.5,5.7,1.6,0.8
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,410,4973,23,9,284,552,設定1,39.4,21.6,18.2,12.1,5.1,3.6
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,411,7590,42,13,2101,583,設定1,24.4,18.4,21.2,18.3,9.7,8.0
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,412,95,0,0,-121,0,設定1,46.9,20.2,14.7,9.4,4.5,4.3
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,413,2209,12,1,287,2209,設定1,52.8,20.9,13.9,7.6,2.9,2.0
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,414,1102,2,4,-524,275,設定1,41.3,20.5,16.2,11.2,5.6,5.2
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,415,9254,50,29,3519,319,設定6,0.4,1.0,3.9,11.5,21.9,61.2
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,416,561,1,1,-371,561,設定1,48.4,20.6,14.5,9.0,4.0,3.5
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,417,6195,38,10,2593,619,設定1,22.2,16.6,20.0,18.6,11.3,11.4
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,418,3748,17,7,150,535,設定1,40.5,21.2,17.5,11.7,5.2,3.9
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,419,9798,58,27,4646,362,設定6,0.4,1.1,4.0,11.7,21.8,61.1
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,420,186,0,0,-238,0,設定1,48.6,20.4,14.3,8.9,4.1,3.7
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,421,1708,5,2,-737,854,設定1,54.9,21.1,13.1,6.9,2.5,1.6
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,422,638,0,1,-721,638,設定1,52.1,20.8,13.7,7.8,3.2,2.5
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,423,8329,24,27,-2038,308,設定4,16.0,17.1,22.3,22.5,12.8,9.3
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,424,402,0,1,-419,402,設定1,47.8,20.6,14.6,9.1,4.2,3.7
2026-07-15,Sドラゴンハナハナ-閃光-SP-30,425,6964,20,14,-2544,497,設定1,56.1,23.4,13.3,5.6,1.3,0.4
