日付,機種名,台番,累計ゲーム数,BIG回数,REG回数,最大放出数,推測差枚,合算確率,REG確率,最有力設定,設定1(%),設定2(%),設定3(%),設定4(%),設定V(%)
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,362,4171,13,15,1143,114,149.0,278.1,設定V,10.1,13.7,18.8,25.3,32.0
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,361,1368,5,2,626,-112,195.4,684.0,設定1,22.6,21.9,20.7,18.8,16.1
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,360,7378,32,15,2954,1513,157.0,491.9,設定4,15.9,19.0,21.9,23.3,19.8
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,359,2863,9,12,1205,324,136.3,238.6,設定V,9.5,12.8,17.8,25.1,34.8
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,358,949,2,0,597,-716,474.5,0.0,設定1,27.8,24.3,20.3,16.0,11.5
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,357,2533,8,6,1202,-301,180.9,422.2,設定2,20.6,21.1,21.1,19.9,17.2
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,356,4697,17,13,1534,359,156.6,361.3,設定V,13.9,17.0,20.6,23.9,24.6
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,355,848,4,0,897,50,212.0,0.0,設定1,23.6,22.2,20.4,18.3,15.5
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,354,1835,4,4,650,-823,229.4,458.8,設定1,24.0,22.9,21.0,18.0,14.1
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,353,1576,6,7,904,556,121.2,225.1,設定V,11.6,14.4,18.3,24.0,31.7
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,352,4640,18,12,2049,622,154.7,386.7,設定V,14.3,17.3,20.6,23.6,24.1
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,351,2169,8,3,1160,-177,197.2,723.0,設定1,24.5,23.1,20.9,17.8,13.7
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,350,508,1,1,313,-275,254.0,508.0,設定1,21.6,21.1,20.4,19.3,17.7
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,349,711,1,3,383,-302,177.8,237.0,設定V,18.6,19.4,20.2,20.8,21.0
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,348,5271,23,8,2200,771,170.0,658.9,設定1,23.5,23.3,21.8,18.5,12.9
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,347,605,2,0,334,-230,302.5,0.0,設定1,23.8,22.3,20.4,18.1,15.3
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,346,4788,24,6,2433,1505,159.6,798.0,設定2,22.0,22.2,21.5,19.5,14.8
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,345,2054,6,4,602,-509,205.4,513.5,設定1,23.5,22.6,21.0,18.3,14.6
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,344,2564,10,5,1116,148,170.9,512.8,設定2,20.6,21.1,21.0,20.0,17.3
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,343,3365,9,8,853,-904,197.9,420.6,設定1,23.1,22.8,21.6,18.6,13.9
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,342,2031,3,5,627,-1282,253.9,406.2,設定1,25.1,23.5,21.1,17.4,12.9
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,341,2120,2,5,547,-1720,302.9,424.0,設定1,27.6,24.8,20.9,16.0,10.7
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,340,1176,4,1,536,-282,235.2,1176.0,設定1,24.6,22.9,20.6,17.7,14.2
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,339,966,3,0,808,-428,322.0,0.0,設定1,26.5,23.7,20.4,16.7,12.7
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,338,1020,2,1,418,-686,340.0,1020.0,設定1,25.9,23.5,20.6,17.0,13.0
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,337,3949,8,12,670,-1521,197.4,329.1,設定3,20.6,21.7,21.9,20.0,15.8
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,336,2681,15,6,2432,1673,127.7,446.8,設定V,12.9,15.5,19.0,23.8,28.8
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,335,1079,3,4,672,-67,154.1,269.8,設定V,17.3,18.6,20.1,21.5,22.6
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,334,893,3,0,412,-325,297.7,0.0,設定1,25.6,23.3,20.5,17.2,13.5
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,333,2219,6,3,633,-872,246.6,739.7,設定1,28.1,24.8,20.7,15.8,10.6
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,332,1809,5,3,660,-605,226.1,603.0,設定1,24.9,23.2,20.9,17.5,13.4
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,331,6406,21,16,1213,-415,173.1,400.4,設定3,18.4,20.8,22.4,21.6,16.8
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,330,895,1,2,404,-692,298.3,447.5,設定1,23.3,22.2,20.6,18.4,15.5
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,329,2474,6,7,630,-712,190.3,353.4,設定3,20.3,21.0,21.1,20.1,17.5
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,328,2280,5,5,559,-1010,228.0,456.0,設定1,24.9,23.4,21.1,17.5,13.0
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,327,695,1,1,334,-539,347.5,695.0,設定1,23.7,22.3,20.5,18.2,15.3
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,326,1782,5,6,1251,-176,162.0,297.0,設定V,16.9,18.6,20.3,21.8,22.4
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,325,510,3,0,653,215,170.0,0.0,設定1,21.2,20.8,20.2,19.5,18.2
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,324,2509,11,6,1601,668,147.6,418.2,設定V,16.2,18.1,20.2,22.3,23.1
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,323,7709,28,18,2165,187,167.6,428.3,設定3,17.4,20.4,22.7,22.3,17.2
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,322,2449,9,7,1208,259,153.1,349.9,設定V,16.0,18.0,20.3,22.4,23.4
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,321,2976,14,3,1377,554,175.1,992.0,設定1,24.6,23.2,21.0,17.9,13.4
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,320,2954,11,11,1595,689,134.3,268.5,設定V,10.0,13.2,18.0,25.0,33.9
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,319,6472,27,15,2100,1232,154.1,431.5,設定4,13.8,17.2,21.1,24.3,23.7
