日付,機種名,台番,累計ゲーム数,BIG回数,REG回数,最大放出数,推測差枚,合算確率,REG確率,最有力設定,設定1(%),設定2(%),設定3(%),設定4(%),設定V(%)
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,356,5620,24,13,2365,1240,151.9,432.3,設定V,13.9,17.1,20.7,24.1,24.2
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,355,3254,9,5,608,-1137,232.4,650.8,設定1,29.9,25.9,20.8,14.7,8.8
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,354,7469,28,20,2185,786,155.6,373.4,設定V,11.3,15.3,20.6,25.9,26.9
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,353,2369,5,4,598,-1265,263.2,592.2,設定1,28.6,25.1,20.8,15.5,10.0
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,352,3947,12,7,1340,-920,207.7,563.9,設定1,27.8,25.2,21.3,15.9,9.8
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,351,3817,13,11,931,94,159.0,347.0,設定V,15.0,17.7,20.6,23.1,23.6
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,350,1428,3,1,417,-950,357.0,1428.0,設定1,29.1,25.0,20.4,15.3,10.3
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,349,2883,6,8,596,-1159,205.9,360.4,設定2,22.2,22.3,21.5,19.0,15.0
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,348,5858,30,10,2856,2386,146.4,585.8,設定4,15.2,17.9,20.9,23.5,22.5
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,347,2499,5,9,1138,-799,178.5,277.7,設定4,17.1,18.9,20.8,21.8,21.4
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,346,3297,10,7,1137,-626,193.9,471.0,設定1,23.5,23.0,21.4,18.4,13.7
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,345,3086,11,6,1057,-146,181.5,514.3,設定1,22.3,22.2,21.3,19.1,15.1
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,344,1073,3,1,434,-449,268.2,1073.0,設定1,25.0,23.0,20.6,17.5,13.9
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,343,6575,19,18,1160,-1018,177.7,365.3,設定3,18.0,20.7,22.6,21.8,16.9
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,342,3467,14,9,1609,641,150.7,385.2,設定V,14.9,17.4,20.3,23.1,24.3
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,341,6601,27,16,2419,1180,153.5,412.6,設定V,12.9,16.5,20.8,24.8,25.0
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,340,1679,6,0,871,-499,279.8,0.0,設定1,30.1,25.4,20.2,14.8,9.5
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,339,5058,17,12,1037,-279,174.4,421.5,設定3,19.7,21.2,22.0,20.7,16.4
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,338,8424,32,33,4114,2375,129.6,255.3,設定V,1.1,2.8,7.7,22.7,65.7
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,337,3536,7,5,582,-2160,294.7,707.2,設定1,36.1,27.9,19.4,11.3,5.3
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,336,7246,30,16,1905,1205,157.5,452.9,設定4,15.0,18.3,21.8,23.8,21.1
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,335,5368,18,9,2384,-795,198.8,596.4,設定1,29.4,26.2,21.4,15.0,8.2
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,334,2143,8,2,746,-270,214.3,1071.5,設定1,26.9,24.2,20.7,16.5,11.7
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,333,5281,25,11,2192,1771,146.7,480.1,設定V,13.8,16.9,20.4,24.1,24.8
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,332,3375,6,9,772,-1724,225.0,375.0,設定1,25.0,23.9,21.6,17.4,12.0
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,331,5096,20,5,1661,-307,203.8,1019.2,設定1,34.1,27.5,20.0,12.5,5.9
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,330,6128,20,18,1306,-75,161.3,340.4,設定V,12.8,16.5,20.9,24.8,25.1
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,329,4904,17,10,1161,-322,181.6,490.4,設定2,23.1,23.1,21.9,18.7,13.2
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,328,3429,13,4,1236,-267,201.7,857.2,設定1,28.5,25.2,20.9,15.6,9.8
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,327,4824,16,5,1263,-1171,229.7,964.8,設定1,37.0,28.3,19.2,10.9,4.7
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,326,1185,5,0,935,-113,237.0,0.0,設定1,25.9,23.5,20.5,17.0,13.1
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,325,3437,10,5,640,-1084,229.1,687.4,設定1,30.4,26.1,20.7,14.4,8.3
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,324,7858,50,18,7523,6841,115.6,436.6,設定V,1.9,3.9,9.0,23.9,61.3
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,323,2089,5,5,543,-740,208.9,417.8,設定1,22.7,22.2,21.1,18.7,15.2
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,322,5863,19,17,2383,-142,162.9,344.9,設定4,13.6,17.1,21.2,24.3,23.8
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,321,1642,5,3,641,-369,205.2,547.3,設定1,23.0,22.2,20.8,18.6,15.4
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,320,4227,16,8,942,61,176.1,528.4,設定2,22.3,22.5,21.6,19.1,14.4
2026-07-05,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,319,7025,25,18,1809,217,163.4,390.3,設定4,14.8,18.3,21.9,23.8,21.2
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,372,1713,4,3,592,-781,244.7,571.0,設定1,25.3,23.5,20.8,17.3,13.1
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,371,4546,10,10,735,-2000,227.3,454.6,設定1,29.4,26.2,21.3,14.8,8.2
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,370,2339,5,3,609,-1353,292.4,779.7,設定1,31.0,26.0,20.3,14.2,8.5
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,369,4437,18,5,1646,0,192.9,887.4,設定1,29.7,25.9,20.9,14.9,8.6
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,368,4429,17,13,1598,738,147.6,340.7,設定V,11.6,15.0,19.5,24.8,29.0
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,367,7446,32,19,2076,1937,146.0,391.9,設定V,9.0,13.0,19.0,26.8,32.3
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,366,1823,3,3,433,-1248,303.8,607.7,設定1,28.1,24.8,20.7,15.7,10.6
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,365,1444,2,4,326,-895,240.7,361.0,設定1,22.6,22.0,20.9,18.7,15.7
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,364,1439,3,3,412,-706,239.8,479.7,設定1,23.7,22.6,20.8,18.2,14.7
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,363,5254,12,20,1197,-1076,164.2,262.7,設定V,10.5,14.4,19.8,25.6,29.6
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,362,3700,15,3,1218,-155,205.6,1233.3,設定1,31.3,26.3,20.4,14.1,7.9
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,361,5313,19,10,1104,-276,183.2,531.3,設定1,24.6,24.0,22.0,17.8,11.6
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,360,1147,2,2,499,-736,286.8,573.5,設定1,24.6,22.9,20.7,17.7,14.1
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,359,3320,13,7,2776,276,166.0,474.3,設定3,19.4,20.5,21.1,20.7,18.2
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,358,1785,5,5,650,-311,178.5,357.0,設定3,19.4,20.2,20.7,20.5,19.2
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,357,7963,38,23,4186,3599,130.5,346.2,設定V,3.2,6.1,12.4,26.4,51.9
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,356,991,3,2,770,-203,198.2,495.5,設定1,21.4,21.1,20.5,19.4,17.6
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,355,2603,7,5,588,-842,216.9,520.6,設定1,25.5,23.8,21.1,17.2,12.3
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,354,3768,10,6,661,-1421,235.5,628.0,設定1,31.5,26.6,20.6,13.8,7.5
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,353,3124,5,10,488,-1552,208.3,312.4,設定2,21.1,21.8,21.6,19.6,15.8
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,352,1665,6,2,629,-219,208.1,832.5,設定1,24.5,22.9,20.8,17.8,14.0
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,351,6566,28,17,2678,1672,145.9,386.2,設定V,9.7,13.6,19.2,26.2,31.3
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,350,1783,5,3,536,-568,222.9,594.3,設定1,24.6,23.1,20.9,17.7,13.7
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,349,3784,8,11,725,-1418,199.2,344.0,設定2,21.4,22.1,21.8,19.5,15.1
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,348,2509,8,4,1014,-527,209.1,627.2,設定1,25.6,23.8,21.0,17.2,12.4
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,347,1566,5,2,974,-391,223.7,783.0,設定1,24.9,23.1,20.7,17.6,13.7
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,346,6771,31,15,2189,2058,147.2,451.4,設定V,11.8,15.5,20.2,25.4,27.1
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,345,3021,9,6,1146,-678,201.4,503.5,設定1,24.5,23.4,21.3,17.8,12.9
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,344,2868,14,5,1991,967,150.9,573.6,設定4,18.2,19.5,20.7,21.3,20.3
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,343,2479,5,5,523,-1291,247.9,495.8,設定1,27.1,24.6,21.0,16.3,11.0
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,342,4217,18,10,2011,959,150.6,421.7,設定V,14.7,17.4,20.5,23.4,24.0
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,341,3055,11,5,1458,-232,190.9,611.0,設定1,24.6,23.4,21.2,17.8,13.0
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,340,3968,13,8,701,-508,189.0,496.0,設定1,23.9,23.3,21.6,18.2,13.0
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,339,3158,6,7,890,-1678,242.9,451.1,設定1,27.9,25.2,21.2,15.8,10.0
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,338,3721,16,3,1297,126,195.8,1240.3,設定1,30.0,25.8,20.6,14.8,8.8
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,337,9162,45,22,4359,3959,136.7,416.5,設定V,5.1,8.7,15.5,27.9,42.7
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,336,5831,12,7,1057,-3581,306.9,833.0,設定1,47.7,29.7,15.3,5.8,1.5
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,335,8643,30,24,3161,272,160.1,360.1,設定4,11.1,15.5,21.2,26.3,26.0
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,334,3591,16,7,1762,830,156.1,513.0,設定4,18.1,19.6,21.0,21.5,19.8
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,333,6583,24,18,1955,530,156.7,365.7,設定V,12.1,15.9,20.7,25.2,26.0
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,332,5856,23,13,1951,594,162.7,450.5,設定4,17.3,19.8,21.8,22.2,18.9
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,331,2845,10,5,917,-248,189.7,569.0,設定1,23.7,22.9,21.2,18.3,13.9
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,330,4824,20,10,1475,726,160.8,482.4,設定4,18.1,20.0,21.5,21.7,18.8
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,329,6816,27,14,3215,617,166.2,486.9,設定3,19.2,21.3,22.4,21.2,15.9
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,328,6265,29,32,2954,4359,102.7,195.8,設定V,0.2,0.6,2.7,13.7,82.8
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,327,2619,7,9,943,-345,163.7,291.0,設定V,15.6,17.9,20.4,22.6,23.5
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,326,4856,16,12,996,-306,173.4,404.7,設定3,19.0,20.7,21.9,21.1,17.3
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,325,3069,8,6,1109,-1058,219.2,511.5,設定1,26.6,24.5,21.2,16.6,11.2
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,324,2736,6,2,692,-1732,342.0,1368.0,設定1,36.7,27.8,19.0,11.1,5.3
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,323,5012,18,15,2027,487,151.9,334.1,設定V,11.5,15.1,19.8,25.1,28.6
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,322,2548,7,3,856,-1024,254.8,849.3,設定1,30.3,25.8,20.5,14.5,8.8
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,321,3367,8,7,928,-1349,224.5,481.0,設定1,27.3,24.9,21.3,16.2,10.4
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,320,7474,27,20,2143,467,159.0,373.7,設定4,12.3,16.3,21.2,25.3,24.8
2026-07-04,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,319,4315,12,9,1405,-1180,205.5,479.4,設定1,26.6,24.8,21.6,16.6,10.4
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,372,5222,18,10,1351,-459,186.5,522.2,設定1,25.1,24.3,21.9,17.5,11.2
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,371,740,1,2,520,-473,246.7,370.0,設定1,21.5,21.2,20.5,19.3,17.5
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,370,235,0,0,16,-331,0.0,0.0,判定不能(G不足),22.6,21.6,20.3,18.7,16.7
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,369,6819,33,15,2495,2614,142.1,454.6,設定V,10.1,13.9,19.2,26.1,30.6
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,368,202,0,0,14,-285,0.0,0.0,判定不能(G不足),22.3,21.4,20.3,18.9,17.2
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,367,842,4,0,773,58,210.5,0.0,設定1,23.5,22.2,20.4,18.3,15.6
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,366,5176,21,12,1335,801,156.8,431.3,設定4,15.6,18.3,21.2,23.1,21.8
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,365,621,3,1,879,188,155.2,621.0,設定3,19.9,20.1,20.2,20.2,19.7
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,364,4980,16,12,1033,-481,177.9,415.0,設定3,20.3,21.6,22.0,20.3,15.8
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,363,625,1,2,443,-310,208.3,312.5,設定2,20.2,20.4,20.3,19.9,19.1
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,362,3077,7,4,1241,-1641,279.7,769.2,設定1,33.6,27.1,19.9,12.7,6.6
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,361,3145,12,4,1087,-177,196.6,786.2,設定1,26.8,24.4,21.0,16.6,11.2
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,360,1659,4,3,606,-705,237.0,553.0,設定1,24.7,23.1,20.9,17.6,13.6
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,359,4124,13,11,948,-338,171.8,374.9,設定4,18.0,19.9,21.5,21.6,19.0
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,358,897,3,0,484,-330,299.0,0.0,設定1,25.7,23.3,20.5,17.1,13.4
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,357,452,0,0,18,-638,0.0,0.0,判定不能(G不足),25.2,23.0,20.4,17.4,14.1
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,356,6314,24,26,3359,1950,126.3,242.8,設定V,2.0,4.2,9.6,24.0,60.2
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,355,1634,4,3,671,-669,233.4,544.7,設定1,24.4,23.0,20.9,17.8,13.9
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,354,1577,7,1,1237,86,197.1,1577.0,設定1,24.6,22.9,20.7,17.8,14.0
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,353,5691,25,11,2082,1192,158.1,517.4,設定4,17.7,19.9,21.6,22.0,18.8
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,352,856,2,2,719,-325,214.0,428.0,設定1,21.3,21.1,20.5,19.4,17.7
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,351,2678,11,5,1344,299,167.4,535.6,設定3,20.4,20.9,21.0,20.1,17.5
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,350,2281,7,2,565,-777,253.4,1140.5,設定1,30.0,25.6,20.4,14.8,9.2
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,349,4441,11,12,896,-1280,193.1,370.1,設定2,21.6,22.4,22.1,19.4,14.5
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,348,665,1,2,312,-367,221.7,332.5,設定1,20.7,20.6,20.4,19.7,18.5
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,347,1620,6,4,797,103,162.0,405.0,設定4,18.7,19.7,20.5,20.9,20.3
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,346,6655,21,15,1625,-897,184.9,443.7,設定2,23.4,23.9,22.6,18.4,11.6
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,345,2162,11,5,2012,1028,135.1,432.4,設定V,15.1,17.2,19.7,22.7,25.2
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,344,2130,6,4,1429,-616,213.0,532.5,設定1,24.4,23.1,21.0,17.9,13.7
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,343,1639,3,4,581,-858,234.1,409.8,設定1,23.3,22.5,20.9,18.4,14.9
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,342,2292,8,4,1645,-221,191.0,573.0,設定1,23.2,22.4,21.0,18.5,14.8
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,341,709,1,0,327,-689,709.0,0.0,設定1,26.6,23.7,20.4,16.6,12.7
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,340,4211,24,3,2329,1930,156.0,1403.7,設定1,23.5,22.7,21.2,18.7,14.0
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,339,2311,4,3,605,-1626,330.1,770.3,設定1,32.2,26.5,20.1,13.5,7.7
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,338,4777,18,9,1433,38,176.9,530.8,設定2,22.8,22.9,21.8,18.9,13.6
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,337,3838,9,8,638,-1572,225.8,479.8,設定1,28.4,25.5,21.3,15.5,9.3
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,336,4246,19,6,1858,710,169.8,707.7,設定1,23.3,22.9,21.5,18.6,13.7
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,335,2257,9,5,1032,270,161.2,451.4,設定4,18.8,19.8,20.7,20.9,19.8
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,334,1240,4,1,672,-373,248.0,1240.0,設定1,25.4,23.3,20.6,17.3,13.5
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,333,1585,4,0,682,-990,396.2,0.0,設定1,32.2,26.1,19.8,13.6,8.2
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,332,4905,19,17,2471,1210,136.2,288.5,設定V,6.7,10.3,16.3,26.3,40.4
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,331,3047,13,7,1348,662,152.3,435.3,設定4,16.6,18.5,20.5,22.2,22.1
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,330,3401,17,10,3013,1800,126.0,340.1,設定V,9.1,12.4,17.4,25.3,35.8
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,329,5789,30,14,3672,3003,131.6,413.5,設定V,7.5,11.0,16.8,26.5,38.3
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,328,713,2,0,343,-383,356.5,0.0,設定1,25.1,23.0,20.4,17.4,14.0
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,327,1764,5,3,1069,-541,220.5,588.0,設定1,24.4,23.0,20.9,17.8,13.9
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,326,2156,8,2,1193,-289,215.6,1078.0,設定1,27.0,24.3,20.7,16.4,11.6
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,325,6189,26,11,1891,800,167.3,562.6,設定2,21.5,22.4,22.2,19.8,14.2
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,324,3528,12,8,982,-198,176.4,441.0,設定3,20.5,21.3,21.4,20.1,16.6
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,323,888,0,0,24,-1254,0.0,0.0,設定1,30.3,25.3,20.1,14.6,9.7
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,322,2618,7,4,568,-993,238.0,654.5,設定1,28.4,25.1,20.8,15.6,10.1
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,321,3309,12,6,1469,-149,183.8,551.5,設定1,23.3,22.8,21.3,18.5,14.0
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,320,3158,11,5,1133,-378,197.4,631.6,設定1,25.8,24.0,21.2,17.1,11.9
2026-07-03,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,319,3595,10,9,879,-787,189.2,399.4,設定2,21.6,22.0,21.6,19.5,15.3
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,372,4677,16,12,1204,-53,167.0,389.8,設定4,17.2,19.5,21.5,22.1,19.7
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,371,2834,9,10,927,105,149.2,283.4,設定V,13.0,15.9,19.6,23.8,27.7
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,370,4765,18,7,1623,-204,190.6,680.7,設定1,28.0,25.4,21.3,15.9,9.5
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,369,3344,11,12,1288,268,145.4,278.7,設定V,11.2,14.4,18.9,24.7,30.7
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,368,2564,9,4,1097,-293,197.2,641.0,設定1,24.7,23.3,21.1,17.7,13.2
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,367,2498,7,5,1077,-694,208.2,499.6,設定1,24.3,23.2,21.2,17.9,13.5
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,366,1063,3,1,467,-435,265.8,1063.0,設定1,24.9,23.0,20.6,17.6,14.0
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,365,1075,4,1,581,-140,215.0,1075.0,設定1,23.5,22.2,20.6,18.3,15.4
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,364,1179,2,1,337,-911,393.0,1179.0,設定1,27.8,24.4,20.5,16.0,11.4
2026-07-02,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,363,1508,5,3,665,-179,188.5,502.7,設定1,21.5,21.3,20.7,19.4,17.1
